PersonID,Age,Gender,Country,Education_Level,Income_USD
11305,29,Male,Brazil,High School,29032.3
11306,54,Female,USA,Bachelors,59747.92
11307,29,Male,Brazil,Masters,53319.93
11308,58,Female,Japan,Bachelors,73989.82
11309,20,Female,Australia,Masters,72452.41
11310,41,Male,Germany,Bachelors,30198.76
11311,43,Female,UK,High School,36105.86
11312,38,Male,Germany,High School,83147.53
11313,64,Female,India,Bachelors,84556.9
11314,26,Male,Australia,Masters,54669.56
11315,44,Female,Japan,High School,60200.26
11316,59,Male,India,Bachelors,48970.89
11317,33,Female,India,Masters,64809.08
11318,29,Male,Brazil,Masters,27459.29
11319,53,Male,Australia,PhD,31454.04
11320,35,Male,Japan,Bachelors,56160.43
11321,70,Female,Japan,Bachelors,48760.16
11322,44,Female,Japan,High School,72381.42
11323,56,Female,Canada,Bachelors,159750.94
11324,68,Male,Australia,Bachelors,27631.49
11325,60,Female,Japan,High School,64927.7
11326,22,Female,Australia,High School,21856.75
11327,41,Female,UK,High School,43238.97
11328,26,Female,Japan,High School,16945.42
11329,55,Female,Germany,Bachelors,69101.53
11330,49,Male,India,High School,75635.71
11331,21,Female,Brazil,Bachelors,49292.44
11332,39,Male,India,Bachelors,25622.63
11333,32,Male,India,Masters,47125.97
11334,49,Female,UK,High School,40478.85
11335,34,Male,Australia,Bachelors,32613.82
11336,25,Female,Germany,High School,38429.0
11337,45,Male,Brazil,High School,25454.98
11338,34,Male,Canada,Bachelors,42377.74
11339,29,Female,Australia,Bachelors,61720.84
11340,58,Male,Japan,Bachelors,19635.94
11341,26,Female,Canada,Masters,105108.14
11342,56,Male,Australia,Bachelors,31379.63
11343,48,Female,USA,Masters,71973.07
11344,31,Female,India,PhD,68244.3
11345,63,Female,India,Bachelors,46784.73
11346,34,Male,Australia,Bachelors,25451.15
11347,70,Female,Brazil,High School,81964.22
11348,62,Female,UK,Bachelors,50438.83
11349,35,Male,Japan,Bachelors,74068.42
11350,49,Female,Canada,Bachelors,52139.96
11351,27,Male,Japan,Masters,61258.21
11352,41,Female,Brazil,High School,36041.44
11353,73,Male,Japan,High School,39529.58
11354,81,Male,Brazil,High School,44997.25
11355,71,Male,Canada,Bachelors,9739.09
11356,37,Male,Brazil,High School,71998.76
11357,33,Male,UK,High School,43649.58
11358,53,Female,Canada,Bachelors,14505.99
11359,27,Female,Australia,PhD,39443.3
11360,70,Male,UK,PhD,26359.89
11361,45,Female,Canada,High School,71374.02
11362,35,Non-Binary,Australia,High School,48986.72
11363,57,Female,Germany,Bachelors,67929.68
11364,40,Female,India,High School,63541.33
11365,52,Female,Japan,High School,36033.63
11366,51,Female,Australia,Masters,49688.33
11367,52,Female,Brazil,Bachelors,23383.19
11368,39,Female,Australia,High School,30137.58
11369,30,Female,Japan,Bachelors,126806.58
11370,40,Male,India,PhD,65697.92
11371,49,Female,Japan,High School,86675.72
11372,44,Female,USA,Bachelors,71881.93
11373,56,Female,India,High School,47581.18
11374,74,Female,Japan,Masters,87286.58
11375,38,Female,Canada,Bachelors,27336.56
11376,35,Female,Japan,Bachelors,52201.3
11377,35,Male,Japan,High School,100972.58
11378,58,Female,UK,Masters,34692.03
11379,38,Male,UK,Bachelors,49508.89
11380,57,Female,Germany,Masters,31837.42
11381,27,Male,USA,Bachelors,53226.35
11382,52,Female,India,Bachelors,65690.77
11383,49,Male,Canada,Bachelors,18153.79
11384,57,Female,USA,Bachelors,65003.25
11385,27,Male,India,High School,24571.62
11386,37,Female,Japan,High School,75528.67
11387,42,Female,Canada,Bachelors,41944.99
11388,66,Female,UK,Bachelors,135579.61
11389,48,Female,India,PhD,60816.98
11390,30,Female,India,High School,49606.88
11391,63,Male,Canada,High School,59169.84
11392,34,Male,India,Bachelors,52187.36
11393,54,Female,Japan,Masters,37524.83
11394,61,Female,Japan,High School,90193.04
11395,30,Male,Brazil,Bachelors,43721.27
11396,34,Male,India,Bachelors,42613.42
11397,37,Female,India,Bachelors,34238.68
11398,47,Female,Australia,Bachelors,45505.94
11399,33,Male,Australia,Bachelors,64419.18
11400,35,Male,Australia,High School,53385.94
11401,32,Male,Germany,Bachelors,50315.45
11402,34,Female,India,Bachelors,72744.49
11403,40,Female,Canada,High School,82284.34
11404,79,Male,India,Bachelors,60646.17
11405,32,Male,USA,Bachelors,80289.83
11406,61,Male,USA,Bachelors,22410.43
11407,60,Male,Germany,Bachelors,70466.2
11408,45,Male,USA,Bachelors,66766.87
11409,61,Female,India,Masters,150869.5
11410,32,Male,Australia,Masters,50633.88
11411,51,Male,USA,High School,33589.23
11412,59,Male,UK,Masters,53174.56
11413,35,Male,Japan,Bachelors,66286.83
11414,33,Male,Brazil,PhD,27789.46
11415,32,Male,Germany,Bachelors,22773.25
11416,33,Female,Canada,Bachelors,23835.41
11417,32,Female,Brazil,Masters,36353.91
11418,31,Female,Australia,Masters,36474.42
11419,30,Female,UK,High School,93763.96
11420,57,Male,Germany,Bachelors,52774.67
11421,41,Male,India,High School,74296.0
11422,23,Female,Brazil,Bachelors,23670.46
11423,37,Male,Japan,Bachelors,49374.09
11424,34,Male,Japan,Bachelors,44620.42
11425,38,Female,Brazil,Bachelors,38474.19
11426,28,Female,Germany,High School,50921.47
11427,64,Female,Japan,Bachelors,76488.53
11428,31,Female,Australia,Bachelors,62817.51
11429,19,Male,Brazil,Bachelors,129195.88
11430,30,Female,UK,High School,22125.67
11431,36,Male,Germany,Masters,15091.49
11432,21,Male,Brazil,Bachelors,48371.76
11433,28,Female,Germany,Masters,50313.56
11434,29,Male,Germany,Masters,37170.41
11435,36,Female,Brazil,Bachelors,39918.26
11436,35,Male,Brazil,High School,88110.16
11437,22,Female,Canada,Bachelors,26578.7
11438,33,Female,Japan,Bachelors,63577.07
11439,72,Female,Germany,Masters,17263.05
11440,44,Male,Australia,Masters,41755.51
11441,80,Male,USA,Bachelors,139248.4
11442,28,Female,Australia,Bachelors,109498.27
11443,51,Male,UK,Bachelors,32594.92
11444,30,Male,India,Masters,31027.29
11445,25,Male,Japan,Bachelors,80124.41
11446,72,Female,India,Bachelors,15548.68
11447,40,Female,Germany,High School,47304.01
11448,59,Female,Japan,Bachelors,119904.01
11449,30,Male,Australia,Masters,33949.86
11450,31,Male,Germany,Bachelors,62464.18
11451,37,Female,Japan,High School,52813.18
11452,43,Female,Australia,Bachelors,44043.65
11453,39,Male,USA,PhD,37129.19
11454,48,Male,Canada,Bachelors,36787.19
11455,66,Female,USA,Masters,42015.29
11456,20,Female,Brazil,Masters,30087.03
11457,77,Male,India,Masters,58772.4
11458,63,Male,USA,Bachelors,50607.47
11459,74,Male,UK,Bachelors,58802.29
11460,18,Female,India,Bachelors,38487.93
11461,22,Female,Japan,High School,28430.03
11462,77,Female,Germany,Masters,148080.54
11463,48,Male,USA,High School,108847.45
11464,30,Female,Canada,Bachelors,28517.97
11465,72,Female,Germany,Bachelors,59273.95
11466,39,Male,USA,Bachelors,28748.26
11467,46,Male,Brazil,High School,44382.35
11468,34,Non-Binary,Australia,Bachelors,72575.09
11469,66,Female,India,High School,20556.68
11470,45,Male,UK,Bachelors,67720.61
11471,38,Female,Brazil,Bachelors,45658.75
11472,46,Female,Germany,High School,34869.67
11473,38,Male,UK,High School,65068.07
11474,51,Male,Canada,PhD,131920.71
11475,32,Female,UK,Bachelors,71960.92
11476,37,Female,USA,Masters,29460.89
11477,37,Non-Binary,Canada,High School,47869.65
11478,32,Female,Japan,Masters,68036.73
11479,46,Female,India,High School,39994.81
11480,44,Male,UK,Bachelors,50504.6
11481,31,Female,Australia,Bachelors,77733.16
11482,48,Female,India,High School,49834.07
11483,42,Male,Australia,High School,72268.63
11484,60,Male,Australia,High School,20765.89
11485,62,Female,Germany,Bachelors,26083.69
11486,67,Male,USA,High School,45056.7
11487,65,Male,Canada,Bachelors,154962.89
11488,32,Male,USA,Bachelors,26089.51
11489,54,Female,Brazil,Masters,39917.73
11490,23,Female,Australia,Bachelors,15948.32
11491,74,Male,USA,High School,66219.71
11492,47,Male,USA,Bachelors,65772.91
11493,39,Male,Brazil,High School,137112.7
11494,37,Male,USA,High School,36265.63
11495,58,Female,USA,PhD,33164.72
11496,24,Male,Canada,PhD,28927.78
11497,50,Female,India,Bachelors,52792.51
11498,54,Male,Canada,Bachelors,37522.53
11499,45,Female,Canada,Bachelors,25342.4
11500,43,Male,Japan,Bachelors,56678.32
