Accident_ID,Severity,State,City,Weather_Condition,Road_Condition,Light_Condition,Hour_Of_Day,Is_Weekend
A-100831,1,NY,New York,Rain,Wet,Dark - Street Lights,1,0
A-100832,1,IL,Chicago,Clear,Dry,Daylight,17,0
A-100833,2,CA,San Diego,Clear,Dry,Daylight,7,0
A-100834,2,NY,New York,Clear,Wet,Daylight,14,1
A-100835,1,CA,Los Angeles,Rain,Wet,Daylight,6,0
A-100836,3,AZ,Phoenix,Fog,Dry,Daylight,10,0
A-100837,3,NC,Charlotte,Snow,Snow Cover,Daylight,15,0
A-100838,3,CA,San Diego,Clear,Dry,Dark - No Lights,22,0
A-100839,2,NC,Charlotte,Rain,Wet,Daylight,6,0
A-100840,1,FL,Miami,Clear,Dry,Daylight,6,0
A-100841,2,IL,Chicago,Clear,Dry,Daylight,17,0
A-100842,2,IL,Chicago,Clear,Dry,Daylight,12,0
A-100843,1,CA,San Diego,Clear,Dry,Daylight,11,0
A-100844,2,NY,New York,Clear,Dry,Daylight,13,0
A-100845,3,NC,Charlotte,Snow,Icy,Daylight,10,0
A-100846,2,AZ,Phoenix,Rain,Wet,Daylight,14,0
A-100847,2,NC,Charlotte,Clear,Dry,Daylight,6,0
A-100848,1,NY,New York,Clear,Wet,Dark - Street Lights,21,1
A-100849,2,NC,Charlotte,Clear,Dry,Daylight,15,1
A-100850,2,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-100851,3,NC,Charlotte,Clear,Dry,Daylight,7,0
A-100852,3,NY,New York,Heavy Rain,Construction Zone,Dark - No Lights,20,0
A-100853,4,AZ,Phoenix,Clear,Construction Zone,Daylight,18,0
A-100854,3,CA,Los Angeles,Clear,Wet,Daylight,16,0
A-100855,2,FL,Miami,Rain,Wet,Daylight,11,0
A-100856,1,AZ,Phoenix,Clear,Dry,Daylight,13,0
A-100857,1,IL,Chicago,Overcast,Dry,Daylight,18,1
A-100858,4,CA,San Diego,Fog,Dry,Daylight,15,1
A-100859,2,TX,Houston,Clear,Dry,Dawn,5,0
A-100860,1,NC,Charlotte,Clear,Dry,Daylight,13,0
A-100861,2,CA,Los Angeles,Clear,Dry,Daylight,14,0
A-100862,4,IL,Chicago,Clear,Dry,Dark - Street Lights,2,1
A-100863,3,CA,San Diego,Overcast,Construction Zone,Daylight,6,0
A-100864,2,NC,Charlotte,Rain,Wet,Daylight,13,0
A-100865,3,CA,San Diego,Rain,Wet,Daylight,16,0
A-100866,2,CA,Los Angeles,Clear,Dry,Daylight,12,0
A-100867,3,NY,New York,Fog,Dry,Daylight,8,1
A-100868,3,NY,New York,Clear,Dry,Dawn,5,0
A-100869,2,CA,Los Angeles,Rain,Construction Zone,Daylight,8,1
A-100870,2,TX,Houston,Clear,Dry,Daylight,15,1
A-100871,1,TX,Houston,Clear,Dry,Daylight,15,0
A-100872,1,TX,Houston,Clear,Dry,Daylight,17,0
A-100873,2,TX,Houston,Clear,Dry,Daylight,18,0
A-100874,2,TX,Houston,Clear,Dry,Daylight,7,0
A-100875,3,CA,San Diego,Clear,Dry,Dark - No Lights,4,0
A-100876,3,FL,Miami,Clear,Dry,Daylight,10,0
A-100877,2,CA,Los Angeles,Clear,Dry,Daylight,8,0
A-100878,2,CA,Los Angeles,Clear,Wet,Daylight,6,0
A-100879,1,NY,New York,Clear,Dry,Daylight,9,1
A-100880,2,FL,Miami,Clear,Dry,Daylight,16,0
A-100881,2,TX,Houston,Clear,Dry,Daylight,9,1
A-100882,1,CA,San Diego,Heavy Rain,Wet,Daylight,16,0
A-100883,1,CA,San Diego,Fog,Dry,Dark - Street Lights,4,0
A-100884,3,CA,San Diego,Clear,Dry,Dusk,5,0
A-100885,4,TX,Houston,Fog,Dry,Daylight,8,0
A-100886,1,NY,New York,Rain,Wet,Daylight,17,0
A-100887,2,CA,San Diego,Clear,Construction Zone,Daylight,8,1
A-100888,1,NY,New York,Overcast,Dry,Daylight,7,1
A-100889,1,NC,Charlotte,Clear,Dry,Daylight,6,0
A-100890,1,NC,Charlotte,Clear,Dry,Daylight,16,1
A-100891,1,NC,Charlotte,Rain,Wet,Dark - Street Lights,1,0
A-100892,3,TX,Houston,Rain,Wet,Daylight,16,0
A-100893,1,NC,Charlotte,Heavy Rain,Wet,Daylight,12,0
A-100894,4,FL,Miami,Snow,Icy,Dark - Street Lights,0,0
A-100895,3,IL,Chicago,Clear,Construction Zone,Daylight,9,0
A-100896,2,IL,Chicago,Clear,Dry,Daylight,13,0
A-100897,2,FL,Miami,Clear,Dry,Daylight,7,1
A-100898,2,CA,San Diego,Clear,Dry,Daylight,15,0
A-100899,2,TX,Houston,Overcast,Dry,Dark - Street Lights,3,1
A-100900,1,NY,New York,Snow,Snow Cover,Daylight,13,0
A-100901,2,IL,Chicago,Clear,Dry,Dark - No Lights,4,0
A-100902,1,NC,Charlotte,Rain,Wet,Dark - Street Lights,20,0
A-100903,2,TX,Houston,Fog,Dry,Daylight,12,1
A-100904,3,TX,Houston,Fog,Wet,Dark - Street Lights,0,0
A-100905,1,CA,San Diego,Clear,Dry,Daylight,17,1
A-100906,1,FL,Miami,Overcast,Dry,Daylight,11,0
A-100907,1,TX,Houston,Clear,Dry,Daylight,9,0
A-100908,2,CA,San Diego,Clear,Dry,Daylight,6,1
A-100909,2,NC,Charlotte,Clear,Dry,Daylight,8,0
A-100910,1,AZ,Phoenix,Clear,Dry,Daylight,17,1
A-100911,2,CA,San Diego,Clear,Dry,Daylight,16,0
A-100912,2,NC,Charlotte,Rain,Wet,Daylight,16,1
A-100913,4,TX,Houston,Clear,Dry,Daylight,15,1
A-100914,2,NY,New York,Clear,Dry,Daylight,9,1
A-100915,2,CA,San Diego,Overcast,Dry,Daylight,15,0
A-100916,4,FL,Miami,Snow,Snow Cover,Daylight,8,1
A-100917,2,NC,Charlotte,Fog,Dry,Daylight,13,1
A-100918,1,FL,Miami,Snow,Snow Cover,Daylight,11,0
A-100919,4,CA,Los Angeles,Snow,Icy,Dark - Street Lights,20,1
A-100920,1,NC,Charlotte,Clear,Dry,Daylight,14,0
A-100921,2,CA,San Diego,Heavy Rain,Construction Zone,Daylight,9,1
A-100922,3,FL,Miami,Clear,Dry,Dusk,5,0
A-100923,1,NC,Charlotte,Clear,Dry,Daylight,7,0
A-100924,1,NY,New York,Rain,Wet,Daylight,7,1
A-100925,2,NC,Charlotte,Clear,Wet,Daylight,12,1
A-100926,2,TX,Houston,Clear,Dry,Daylight,14,0
A-100927,2,FL,Miami,Clear,Dry,Daylight,14,0
A-100928,4,FL,Miami,Clear,Construction Zone,Daylight,8,0
A-100929,2,CA,Los Angeles,Overcast,Dry,Daylight,11,1
A-100930,2,AZ,Phoenix,Snow,Snow Cover,Daylight,13,0
A-100931,1,FL,Miami,Rain,Wet,Dusk,5,0
A-100932,1,NY,New York,Clear,Dry,Daylight,8,0
A-100933,2,NC,Charlotte,Clear,Dry,Daylight,18,0
A-100934,1,AZ,Phoenix,Rain,Wet,Daylight,7,0
A-100935,2,CA,San Diego,Rain,Wet,Daylight,10,0
A-100936,1,FL,Miami,Fog,Dry,Daylight,17,1
A-100937,1,IL,Chicago,Clear,Dry,Dawn,19,1
A-100938,2,CA,San Diego,Clear,Dry,Daylight,14,0
A-100939,3,NC,Charlotte,Snow,Snow Cover,Daylight,16,0
A-100940,1,FL,Miami,Rain,Wet,Daylight,9,0
A-100941,2,IL,Chicago,Rain,Wet,Daylight,9,0
A-100942,4,NY,New York,Rain,Wet,Daylight,12,0
A-100943,1,CA,San Diego,Clear,Dry,Daylight,7,0
A-100944,3,CA,San Diego,Rain,Wet,Daylight,6,1
A-100945,1,CA,Los Angeles,Rain,Wet,Daylight,8,0
A-100946,3,NC,Charlotte,Clear,Dry,Daylight,16,1
A-100947,2,IL,Chicago,Rain,Wet,Daylight,11,0
A-100948,3,NC,Charlotte,Fog,Dry,Daylight,12,0
A-100949,2,FL,Miami,Heavy Rain,Wet,Daylight,12,0
A-100950,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,21,0
A-100951,2,TX,Houston,Overcast,Dry,Daylight,7,1
A-100952,1,IL,Chicago,Clear,Dry,Daylight,7,0
A-100953,1,IL,Chicago,Rain,Wet,Daylight,12,0
A-100954,4,NC,Charlotte,Fog,Dry,Daylight,17,0
A-100955,3,IL,Chicago,Fog,Construction Zone,Daylight,15,0
A-100956,1,TX,Houston,Fog,Dry,Daylight,17,0
A-100957,2,NC,Charlotte,Rain,Wet,Dawn,19,1
A-100958,2,FL,Miami,Clear,Dry,Daylight,12,1
A-100959,3,FL,Miami,Clear,Dry,Daylight,17,0
A-100960,1,CA,San Diego,Clear,Dry,Dark - Street Lights,22,0
A-100961,1,IL,Chicago,Clear,Dry,Daylight,10,0
A-100962,3,IL,Chicago,Snow,Icy,Daylight,9,0
A-100963,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-100964,2,AZ,Phoenix,Snow,Icy,Daylight,16,0
A-100965,4,NY,New York,Overcast,Dry,Daylight,12,0
A-100966,3,AZ,Phoenix,Fog,Dry,Dawn,5,0
A-100967,3,TX,Houston,Clear,Dry,Daylight,7,0
A-100968,1,NY,New York,Rain,Wet,Daylight,18,0
A-100969,1,CA,Los Angeles,Rain,Wet,Daylight,7,0
A-100970,1,NY,New York,Rain,Wet,Daylight,11,0
A-100971,2,NY,New York,Rain,Wet,Daylight,12,0
A-100972,1,AZ,Phoenix,Clear,Dry,Daylight,18,0
A-100973,3,CA,Los Angeles,Clear,Dry,Daylight,18,1
A-100974,4,TX,Houston,Clear,Dry,Daylight,9,1
A-100975,3,CA,Los Angeles,Fog,Dry,Daylight,8,0
A-100976,1,TX,Houston,Clear,Dry,Daylight,16,0
A-100977,1,NY,New York,Clear,Dry,Daylight,8,0
A-100978,3,TX,Houston,Clear,Dry,Dark - Street Lights,0,0
A-100979,3,CA,San Diego,Snow,Snow Cover,Daylight,7,0
A-100980,1,CA,San Diego,Clear,Dry,Daylight,11,0
A-100981,3,IL,Chicago,Snow,Snow Cover,Daylight,9,0
A-100982,1,IL,Chicago,Heavy Rain,Wet,Daylight,7,0
A-100983,3,TX,Houston,Clear,Construction Zone,Daylight,16,0
A-100984,1,CA,San Diego,Heavy Rain,Wet,Dusk,5,0
A-100985,1,CA,Los Angeles,Clear,Dry,Daylight,12,0
A-100986,2,CA,San Diego,Clear,Construction Zone,Daylight,17,0
A-100987,2,IL,Chicago,Heavy Rain,Wet,Dark - Street Lights,2,1
A-100988,3,FL,Miami,Snow,Snow Cover,Daylight,13,1
A-100989,4,FL,Miami,Heavy Rain,Wet,Dark - Street Lights,21,1
A-100990,2,NC,Charlotte,Clear,Construction Zone,Daylight,10,0
A-100991,1,IL,Chicago,Rain,Wet,Dark - Street Lights,22,0
A-100992,3,NC,Charlotte,Heavy Rain,Wet,Daylight,6,1
A-100993,2,CA,Los Angeles,Clear,Dry,Dawn,5,0
A-100994,3,NC,Charlotte,Overcast,Dry,Daylight,7,0
A-100995,1,NC,Charlotte,Clear,Dry,Dark - Street Lights,20,0
A-100996,3,CA,San Diego,Rain,Construction Zone,Daylight,6,0
A-100997,1,TX,Houston,Clear,Dry,Dawn,5,0
A-100998,2,AZ,Phoenix,Heavy Rain,Wet,Daylight,16,1
A-100999,3,AZ,Phoenix,Overcast,Construction Zone,Daylight,9,0
A-101000,2,TX,Houston,Clear,Dry,Daylight,17,1
A-101001,2,TX,Houston,Snow,Icy,Dark - Street Lights,2,0
A-101002,2,IL,Chicago,Clear,Dry,Daylight,7,0
A-101003,1,NC,Charlotte,Rain,Wet,Daylight,17,1
A-101004,4,IL,Chicago,Clear,Dry,Daylight,17,0
A-101005,1,CA,San Diego,Clear,Dry,Daylight,10,0
A-101006,2,NY,New York,Clear,Dry,Dawn,19,1
A-101007,2,CA,San Diego,Rain,Wet,Daylight,14,0
A-101008,3,TX,Houston,Clear,Construction Zone,Daylight,13,0
A-101009,1,IL,Chicago,Clear,Dry,Daylight,17,0
A-101010,1,IL,Chicago,Clear,Wet,Daylight,9,0
A-101011,1,CA,San Diego,Clear,Dry,Daylight,11,0
A-101012,2,FL,Miami,Fog,Dry,Daylight,15,0
A-101013,2,IL,Chicago,Clear,Dry,Daylight,7,0
A-101014,2,AZ,Phoenix,Rain,Construction Zone,Daylight,8,0
A-101015,1,AZ,Phoenix,Clear,Dry,Daylight,9,1
A-101016,1,NC,Charlotte,Clear,Dry,Daylight,13,0
A-101017,3,AZ,Phoenix,Overcast,Dry,Daylight,7,0
A-101018,1,FL,Miami,Overcast,Dry,Daylight,8,1
A-101019,2,CA,San Diego,Rain,Wet,Daylight,16,0
A-101020,2,NC,Charlotte,Clear,Wet,Daylight,11,0
A-101021,2,NY,New York,Clear,Dry,Daylight,11,0
A-101022,3,NC,Charlotte,Fog,Dry,Daylight,15,0
A-101023,2,TX,Houston,Overcast,Dry,Daylight,14,1
A-101024,1,AZ,Phoenix,Clear,Dry,Dark - Street Lights,20,0
A-101025,3,NY,New York,Snow,Snow Cover,Daylight,18,0
A-101026,1,AZ,Phoenix,Clear,Dry,Daylight,8,0
A-101027,2,FL,Miami,Clear,Wet,Daylight,6,1
A-101028,1,AZ,Phoenix,Clear,Dry,Daylight,11,0
A-101029,2,NY,New York,Snow,Snow Cover,Daylight,15,1
A-101030,4,CA,Los Angeles,Clear,Dry,Dark - Street Lights,4,0
A-101031,3,IL,Chicago,Clear,Wet,Daylight,15,0
A-101032,3,FL,Miami,Fog,Dry,Daylight,6,0
A-101033,1,NY,New York,Rain,Wet,Daylight,13,1
A-101034,1,AZ,Phoenix,Fog,Dry,Daylight,17,0
A-101035,1,FL,Miami,Clear,Dry,Dark - Street Lights,22,0
A-101036,4,CA,San Diego,Rain,Construction Zone,Daylight,9,0
A-101037,4,TX,Houston,Snow,Icy,Daylight,10,0
A-101038,3,CA,Los Angeles,Fog,Dry,Daylight,18,0
A-101039,3,FL,Miami,Rain,Wet,Daylight,8,0
A-101040,4,CA,San Diego,Clear,Dry,Daylight,13,1
A-101041,4,NY,New York,Heavy Rain,Wet,Daylight,8,0
A-101042,3,TX,Houston,Snow,Snow Cover,Dawn,19,0
A-101043,2,NY,New York,Fog,Dry,Daylight,18,0
A-101044,3,IL,Chicago,Snow,Snow Cover,Daylight,16,0
A-101045,2,CA,San Diego,Snow,Snow Cover,Daylight,9,0
A-101046,2,CA,Los Angeles,Clear,Dry,Daylight,16,0
A-101047,1,CA,Los Angeles,Clear,Dry,Daylight,10,0
A-101048,3,TX,Houston,Snow,Icy,Daylight,18,0
A-101049,2,TX,Houston,Snow,Snow Cover,Daylight,8,0
A-101050,2,AZ,Phoenix,Clear,Wet,Daylight,10,0
A-101051,4,CA,Los Angeles,Rain,Wet,Dark - No Lights,21,0
A-101052,2,FL,Miami,Clear,Dry,Daylight,8,0
A-101053,3,TX,Houston,Fog,Dry,Dawn,5,0
A-101054,3,NC,Charlotte,Clear,Dry,Daylight,17,0
A-101055,2,NY,New York,Clear,Wet,Daylight,8,0
A-101056,1,NY,New York,Clear,Dry,Daylight,16,1
A-101057,2,NY,New York,Clear,Dry,Daylight,8,0
A-101058,2,CA,San Diego,Clear,Dry,Dark - Street Lights,0,1
A-101059,1,AZ,Phoenix,Clear,Dry,Daylight,16,1
A-101060,3,FL,Miami,Rain,Wet,Daylight,12,0
A-101061,2,CA,Los Angeles,Clear,Construction Zone,Dark - Street Lights,0,0
A-101062,4,CA,Los Angeles,Rain,Construction Zone,Daylight,14,1
A-101063,1,TX,Houston,Clear,Dry,Dawn,5,0
A-101064,2,TX,Houston,Clear,Dry,Daylight,13,0
A-101065,3,NY,New York,Clear,Dry,Daylight,15,0
A-101066,3,IL,Chicago,Overcast,Dry,Daylight,16,0
A-101067,2,NC,Charlotte,Clear,Dry,Dark - Street Lights,4,1
A-101068,4,AZ,Phoenix,Clear,Dry,Daylight,6,0
A-101069,2,NC,Charlotte,Heavy Rain,Wet,Daylight,12,1
A-101070,1,FL,Miami,Clear,Dry,Daylight,18,1
A-101071,2,FL,Miami,Rain,Wet,Daylight,14,0
A-101072,1,CA,San Diego,Clear,Dry,Daylight,8,0
A-101073,1,CA,San Diego,Overcast,Wet,Daylight,10,0
A-101074,1,CA,San Diego,Clear,Dry,Daylight,12,0
A-101075,3,CA,Los Angeles,Rain,Wet,Daylight,9,1
A-101076,1,TX,Houston,Rain,Wet,Daylight,7,1
A-101077,1,CA,San Diego,Clear,Dry,Daylight,14,0
A-101078,2,AZ,Phoenix,Clear,Dry,Dawn,5,0
A-101079,1,TX,Houston,Clear,Wet,Daylight,6,0
A-101080,2,TX,Houston,Clear,Dry,Daylight,9,1
A-101081,3,AZ,Phoenix,Clear,Dry,Daylight,12,0
A-101082,2,TX,Houston,Clear,Dry,Daylight,11,0
A-101083,3,FL,Miami,Fog,Dry,Daylight,15,0
A-101084,1,CA,San Diego,Fog,Dry,Daylight,8,0
A-101085,2,TX,Houston,Clear,Dry,Daylight,16,0
A-101086,2,CA,San Diego,Rain,Wet,Dark - Street Lights,20,0
A-101087,3,NY,New York,Heavy Rain,Wet,Daylight,9,0
A-101088,3,NC,Charlotte,Clear,Dry,Daylight,7,1
A-101089,3,NY,New York,Heavy Rain,Wet,Daylight,9,0
A-101090,2,IL,Chicago,Clear,Dry,Dark - Street Lights,22,0
A-101091,2,CA,San Diego,Clear,Dry,Daylight,11,1
A-101092,2,NC,Charlotte,Overcast,Dry,Daylight,16,0
A-101093,1,IL,Chicago,Rain,Wet,Daylight,16,0
A-101094,2,TX,Houston,Clear,Construction Zone,Dark - No Lights,0,1
A-101095,1,TX,Houston,Rain,Wet,Daylight,15,0
A-101096,3,NY,New York,Clear,Dry,Daylight,17,1
A-101097,3,NC,Charlotte,Snow,Icy,Dark - Street Lights,21,0
A-101098,3,AZ,Phoenix,Rain,Wet,Dark - No Lights,4,1
A-101099,3,NY,New York,Rain,Wet,Dark - No Lights,3,0
A-101100,2,NC,Charlotte,Clear,Dry,Daylight,7,1
A-101101,2,NY,New York,Clear,Dry,Dawn,19,0
A-101102,1,AZ,Phoenix,Clear,Dry,Dark - Street Lights,1,0
A-101103,3,IL,Chicago,Heavy Rain,Wet,Dark - No Lights,20,0
A-101104,2,AZ,Phoenix,Rain,Wet,Dark - Street Lights,21,0
A-101105,1,TX,Houston,Heavy Rain,Wet,Daylight,15,0
A-101106,2,FL,Miami,Snow,Snow Cover,Daylight,7,0
A-101107,1,FL,Miami,Clear,Wet,Daylight,7,1
A-101108,1,TX,Houston,Rain,Wet,Daylight,7,0
A-101109,1,CA,San Diego,Clear,Dry,Daylight,15,1
A-101110,4,IL,Chicago,Rain,Construction Zone,Daylight,17,0
A-101111,3,CA,San Diego,Clear,Dry,Daylight,16,0
A-101112,3,CA,San Diego,Rain,Construction Zone,Dark - Street Lights,22,0
A-101113,2,CA,San Diego,Clear,Dry,Daylight,7,1
A-101114,2,NC,Charlotte,Snow,Icy,Daylight,16,0
A-101115,1,TX,Houston,Overcast,Dry,Daylight,6,1
A-101116,2,NC,Charlotte,Clear,Dry,Daylight,9,0
A-101117,3,IL,Chicago,Heavy Rain,Wet,Daylight,15,1
A-101118,3,TX,Houston,Clear,Dry,Daylight,17,0
A-101119,1,IL,Chicago,Heavy Rain,Wet,Dark - Street Lights,21,0
A-101120,2,IL,Chicago,Clear,Dry,Daylight,9,0
A-101121,2,TX,Houston,Rain,Wet,Dawn,19,1
A-101122,3,NY,New York,Clear,Wet,Daylight,16,0
A-101123,2,TX,Houston,Clear,Dry,Daylight,16,0
A-101124,2,NC,Charlotte,Snow,Icy,Daylight,16,0
A-101125,2,NY,New York,Clear,Dry,Dusk,5,0
A-101126,2,NY,New York,Clear,Dry,Daylight,7,0
A-101127,2,CA,Los Angeles,Rain,Wet,Dark - Street Lights,2,0
A-101128,1,CA,San Diego,Clear,Dry,Daylight,16,0
A-101129,1,CA,San Diego,Clear,Dry,Daylight,12,0
A-101130,3,FL,Miami,Snow,Snow Cover,Daylight,9,0
A-101131,3,AZ,Phoenix,Clear,Dry,Daylight,13,1
A-101132,1,IL,Chicago,Clear,Dry,Daylight,12,1
A-101133,2,AZ,Phoenix,Clear,Dry,Dawn,19,0
A-101134,3,AZ,Phoenix,Rain,Construction Zone,Daylight,18,0
A-101135,2,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101136,2,NC,Charlotte,Snow,Icy,Daylight,6,0
A-101137,4,NC,Charlotte,Rain,Construction Zone,Dark - Street Lights,2,1
A-101138,1,CA,San Diego,Clear,Dry,Daylight,6,0
A-101139,3,IL,Chicago,Snow,Icy,Daylight,8,0
A-101140,1,CA,Los Angeles,Clear,Dry,Dark - Street Lights,20,0
A-101141,3,IL,Chicago,Clear,Dry,Dawn,5,1
A-101142,2,AZ,Phoenix,Rain,Wet,Daylight,12,0
A-101143,1,NC,Charlotte,Clear,Dry,Daylight,16,0
A-101144,2,AZ,Phoenix,Clear,Dry,Daylight,10,0
A-101145,3,NC,Charlotte,Snow,Snow Cover,Daylight,16,0
A-101146,2,NY,New York,Rain,Wet,Daylight,14,1
A-101147,3,CA,Los Angeles,Heavy Rain,Wet,Dark - Street Lights,21,0
A-101148,2,TX,Houston,Clear,Wet,Dark - No Lights,21,1
A-101149,3,CA,San Diego,Clear,Dry,Daylight,17,0
A-101150,1,CA,Los Angeles,Clear,Dry,Daylight,9,1
A-101151,1,CA,San Diego,Clear,Dry,Daylight,6,1
A-101152,4,CA,San Diego,Rain,Wet,Daylight,7,0
A-101153,1,TX,Houston,Clear,Dry,Dark - Street Lights,2,1
A-101154,1,AZ,Phoenix,Clear,Dry,Dark - Street Lights,21,0
A-101155,1,AZ,Phoenix,Clear,Dry,Dark - Street Lights,21,1
A-101156,1,FL,Miami,Rain,Wet,Dusk,19,1
A-101157,1,TX,Houston,Clear,Dry,Daylight,8,0
A-101158,3,TX,Houston,Snow,Icy,Daylight,10,0
A-101159,1,NC,Charlotte,Overcast,Dry,Dark - Street Lights,3,0
A-101160,1,CA,Los Angeles,Rain,Wet,Dark - Street Lights,20,0
A-101161,2,FL,Miami,Clear,Dry,Daylight,14,0
A-101162,4,NY,New York,Snow,Snow Cover,Dawn,5,0
A-101163,1,FL,Miami,Clear,Dry,Daylight,15,0
A-101164,1,NY,New York,Clear,Dry,Dark - Street Lights,22,0
A-101165,3,IL,Chicago,Rain,Wet,Dark - Street Lights,0,0
A-101166,3,TX,Houston,Heavy Rain,Wet,Daylight,11,0
A-101167,2,CA,San Diego,Snow,Icy,Daylight,13,0
A-101168,2,AZ,Phoenix,Clear,Dry,Daylight,17,0
A-101169,2,CA,Los Angeles,Clear,Dry,Daylight,6,0
A-101170,2,NY,New York,Clear,Wet,Daylight,15,0
A-101171,3,FL,Miami,Clear,Dry,Daylight,7,0
A-101172,2,FL,Miami,Rain,Wet,Dark - Street Lights,0,0
A-101173,2,TX,Houston,Rain,Wet,Daylight,14,0
A-101174,4,CA,San Diego,Clear,Construction Zone,Daylight,14,0
A-101175,2,NY,New York,Overcast,Dry,Daylight,7,0
A-101176,2,NY,New York,Clear,Dry,Daylight,16,0
A-101177,2,CA,Los Angeles,Snow,Icy,Daylight,18,0
A-101178,1,NC,Charlotte,Clear,Dry,Daylight,12,0
A-101179,3,AZ,Phoenix,Clear,Dry,Daylight,13,0
A-101180,2,CA,Los Angeles,Rain,Construction Zone,Dark - No Lights,23,1
A-101181,3,IL,Chicago,Clear,Dry,Daylight,8,0
A-101182,4,IL,Chicago,Clear,Construction Zone,Daylight,18,1
A-101183,2,IL,Chicago,Clear,Dry,Daylight,13,1
A-101184,1,CA,San Diego,Clear,Dry,Daylight,15,0
A-101185,1,IL,Chicago,Snow,Icy,Dawn,19,0
A-101186,2,AZ,Phoenix,Rain,Wet,Dawn,5,0
A-101187,1,AZ,Phoenix,Rain,Wet,Daylight,7,0
A-101188,3,AZ,Phoenix,Clear,Construction Zone,Daylight,18,0
A-101189,2,NC,Charlotte,Clear,Dry,Daylight,13,0
A-101190,2,FL,Miami,Rain,Wet,Dawn,19,1
A-101191,2,NC,Charlotte,Clear,Dry,Daylight,7,1
A-101192,2,IL,Chicago,Heavy Rain,Wet,Daylight,9,0
A-101193,1,IL,Chicago,Rain,Wet,Daylight,8,0
A-101194,2,FL,Miami,Snow,Icy,Daylight,13,0
A-101195,2,FL,Miami,Clear,Dry,Daylight,15,1
A-101196,3,NC,Charlotte,Rain,Construction Zone,Daylight,14,0
A-101197,2,AZ,Phoenix,Snow,Snow Cover,Daylight,9,1
A-101198,2,CA,Los Angeles,Clear,Dry,Daylight,15,0
A-101199,1,IL,Chicago,Clear,Wet,Daylight,17,0
A-101200,2,CA,Los Angeles,Clear,Dry,Dusk,5,1
A-101201,2,IL,Chicago,Clear,Dry,Dark - No Lights,4,1
A-101202,1,IL,Chicago,Clear,Dry,Daylight,18,1
A-101203,3,CA,San Diego,Clear,Dry,Dark - Street Lights,1,0
A-101204,2,NY,New York,Clear,Dry,Daylight,12,0
A-101205,3,AZ,Phoenix,Clear,Construction Zone,Daylight,18,1
A-101206,2,FL,Miami,Clear,Dry,Daylight,13,0
A-101207,2,CA,Los Angeles,Snow,Icy,Daylight,16,0
A-101208,4,FL,Miami,Snow,Snow Cover,Dark - No Lights,4,0
A-101209,2,FL,Miami,Snow,Snow Cover,Daylight,16,0
A-101210,2,AZ,Phoenix,Rain,Wet,Daylight,16,0
A-101211,3,IL,Chicago,Clear,Construction Zone,Daylight,16,0
A-101212,3,AZ,Phoenix,Rain,Wet,Daylight,15,0
A-101213,2,NC,Charlotte,Clear,Wet,Daylight,18,0
A-101214,3,IL,Chicago,Heavy Rain,Wet,Daylight,8,1
A-101215,2,FL,Miami,Rain,Wet,Daylight,14,0
A-101216,2,AZ,Phoenix,Clear,Dry,Daylight,10,0
A-101217,2,NY,New York,Clear,Wet,Daylight,15,0
A-101218,1,CA,San Diego,Clear,Dry,Daylight,17,0
A-101219,2,FL,Miami,Clear,Dry,Daylight,9,0
A-101220,2,NY,New York,Clear,Wet,Daylight,7,0
A-101221,2,NY,New York,Snow,Snow Cover,Dark - Street Lights,0,0
A-101222,2,CA,Los Angeles,Heavy Rain,Wet,Daylight,12,0
A-101223,2,FL,Miami,Clear,Dry,Daylight,16,1
A-101224,2,NC,Charlotte,Snow,Icy,Daylight,16,0
A-101225,2,AZ,Phoenix,Rain,Wet,Daylight,7,0
A-101226,1,TX,Houston,Clear,Dry,Daylight,8,0
A-101227,2,FL,Miami,Clear,Dry,Daylight,11,0
A-101228,4,IL,Chicago,Clear,Dry,Daylight,14,0
A-101229,2,IL,Chicago,Fog,Dry,Daylight,14,0
A-101230,1,AZ,Phoenix,Rain,Wet,Daylight,7,0
A-101231,1,NC,Charlotte,Clear,Dry,Daylight,15,0
A-101232,2,NC,Charlotte,Fog,Dry,Dark - Street Lights,2,1
A-101233,3,CA,San Diego,Clear,Dry,Daylight,12,0
A-101234,1,AZ,Phoenix,Rain,Wet,Daylight,7,1
A-101235,2,FL,Miami,Clear,Dry,Daylight,6,1
A-101236,1,NY,New York,Rain,Wet,Daylight,14,0
A-101237,1,TX,Houston,Rain,Wet,Daylight,12,0
A-101238,4,NC,Charlotte,Heavy Rain,Wet,Daylight,12,0
A-101239,4,NC,Charlotte,Snow,Icy,Daylight,9,0
A-101240,1,TX,Houston,Rain,Wet,Daylight,11,1
A-101241,3,TX,Houston,Rain,Wet,Daylight,16,1
A-101242,3,TX,Houston,Clear,Construction Zone,Daylight,8,0
A-101243,1,FL,Miami,Heavy Rain,Wet,Dawn,19,0
A-101244,1,CA,San Diego,Clear,Dry,Daylight,13,0
A-101245,1,CA,Los Angeles,Rain,Wet,Daylight,12,1
A-101246,3,AZ,Phoenix,Clear,Dry,Daylight,18,0
A-101247,2,IL,Chicago,Clear,Dry,Daylight,15,0
