red_ratio,green_ratio,blue_ratio,texture_smoothness,density_est,food_label,calories_100g
0.697,0.694,0.254,0.712,0.688,Pasta,157.6
0.633,0.685,0.242,0.771,0.843,Pasta,161.4
0.739,0.633,0.131,0.759,0.61,Pasta,156.2
0.625,0.552,0.137,0.841,0.609,Pasta,156.2
0.669,0.575,0.208,0.741,0.675,Pasta,162.2
0.681,0.6,0.129,0.815,0.68,Pasta,153.0
0.748,0.695,0.166,0.876,0.718,Pasta,155.9
0.789,0.696,0.215,0.737,0.741,Pasta,162.1
0.688,0.638,0.246,0.925,0.635,Pasta,158.5
0.662,0.58,0.268,0.811,0.623,Pasta,153.6
0.728,0.617,0.144,0.934,0.669,Pasta,153.2
0.708,0.589,0.234,0.722,0.728,Pasta,154.9
0.664,0.621,0.289,0.927,0.69,Pasta,154.5
0.771,0.574,0.175,0.771,0.688,Pasta,162.8
0.775,0.518,0.246,0.811,0.848,Pasta,161.0
0.658,0.661,0.294,0.806,0.824,Pasta,154.4
0.717,0.517,0.142,0.819,0.817,Pasta,162.9
0.613,0.692,0.251,0.722,0.702,Pasta,162.1
0.683,0.611,0.242,0.889,0.634,Pasta,154.9
0.676,0.611,0.108,0.907,0.809,Pasta,156.0
0.712,0.593,0.105,0.701,0.666,Pasta,162.6
0.767,0.595,0.231,0.923,0.704,Pasta,157.9
0.738,0.549,0.124,0.769,0.849,Pasta,153.7
0.749,0.616,0.213,0.917,0.757,Pasta,157.8
0.739,0.524,0.203,0.844,0.811,Pasta,154.6
0.612,0.564,0.276,0.734,0.641,Pasta,155.7
0.805,0.282,0.153,0.888,0.506,Apple,56.4
0.828,0.253,0.127,0.862,0.551,Apple,52.4
0.918,0.265,0.203,0.889,0.537,Apple,53.9
0.724,0.216,0.223,0.852,0.504,Apple,50.7
0.821,0.168,0.237,0.863,0.431,Apple,49.2
0.747,0.279,0.192,0.958,0.505,Apple,52.3
0.838,0.251,0.117,0.91,0.415,Apple,55.2
0.931,0.196,0.147,0.897,0.563,Apple,55.9
0.849,0.253,0.151,0.942,0.406,Apple,55.1
0.756,0.271,0.121,0.879,0.425,Apple,48.3
0.72,0.238,0.218,0.86,0.555,Apple,54.6
0.711,0.122,0.219,0.917,0.412,Apple,48.2
0.763,0.113,0.2,0.948,0.556,Apple,56.2
0.751,0.28,0.128,0.896,0.418,Apple,55.5
0.935,0.29,0.152,0.871,0.5,Apple,54.3
0.76,0.214,0.115,0.925,0.403,Apple,49.2
0.748,0.156,0.235,0.92,0.595,Apple,48.0
0.754,0.201,0.206,0.898,0.518,Apple,51.4
0.939,0.136,0.153,0.899,0.443,Apple,49.3
0.728,0.297,0.119,0.864,0.427,Apple,54.6
0.876,0.211,0.106,0.893,0.423,Apple,49.8
0.85,0.162,0.246,0.908,0.511,Apple,49.9
0.914,0.138,0.11,0.959,0.495,Apple,53.8
0.745,0.3,0.174,0.864,0.488,Apple,53.6
0.721,0.129,0.16,0.927,0.42,Apple,56.3
0.944,0.113,0.246,0.894,0.519,Apple,56.9
0.731,0.268,0.209,0.886,0.543,Apple,52.8
0.768,0.258,0.197,0.902,0.495,Apple,53.0
0.801,0.197,0.142,0.95,0.422,Apple,49.5
0.824,0.226,0.12,0.863,0.411,Apple,47.7
0.87,0.294,0.157,0.938,0.431,Apple,53.2
0.724,0.115,0.213,0.95,0.559,Apple,49.0
0.866,0.198,0.139,0.895,0.572,Apple,52.5
0.938,0.106,0.165,0.969,0.477,Apple,50.1
0.794,0.192,0.105,0.922,0.572,Apple,50.0
0.877,0.198,0.12,0.943,0.497,Apple,48.1
0.869,0.232,0.203,0.924,0.495,Apple,55.5
0.827,0.178,0.174,0.976,0.523,Apple,50.5
0.944,0.164,0.104,0.856,0.567,Apple,50.5
0.886,0.105,0.234,0.894,0.419,Apple,50.5
0.789,0.17,0.199,0.882,0.53,Apple,52.9
0.928,0.113,0.146,0.894,0.404,Apple,50.3
0.815,0.273,0.185,0.967,0.453,Apple,54.0
0.847,0.297,0.157,0.901,0.515,Apple,55.1
0.725,0.235,0.15,0.915,0.553,Apple,50.4
0.854,0.173,0.165,0.915,0.569,Apple,54.9
0.91,0.207,0.143,0.856,0.599,Apple,51.0
0.756,0.249,0.114,0.96,0.419,Apple,50.4
0.717,0.26,0.171,0.877,0.559,Apple,53.5
0.775,0.261,0.165,0.92,0.44,Apple,51.0
0.856,0.191,0.215,0.873,0.404,Apple,54.0
0.916,0.215,0.132,0.975,0.548,Apple,51.7
0.934,0.207,0.192,0.95,0.487,Apple,52.7
0.857,0.204,0.155,0.869,0.43,Apple,53.9
0.775,0.187,0.148,0.958,0.413,Apple,49.0
0.803,0.265,0.197,0.883,0.52,Apple,51.1
0.728,0.138,0.137,0.958,0.493,Apple,52.6
0.809,0.229,0.106,0.871,0.427,Apple,49.6
0.901,0.232,0.126,0.961,0.593,Apple,51.9
0.705,0.272,0.113,0.928,0.573,Apple,56.0
0.802,0.173,0.199,0.862,0.589,Apple,54.2
0.735,0.122,0.21,0.971,0.504,Apple,55.3
0.937,0.286,0.138,0.965,0.448,Apple,48.2
0.902,0.166,0.188,0.901,0.55,Apple,49.4
0.806,0.129,0.126,0.976,0.488,Apple,49.5
0.847,0.198,0.156,0.973,0.463,Apple,51.2
0.871,0.293,0.232,0.972,0.473,Apple,54.2
0.905,0.104,0.245,0.929,0.568,Apple,53.6
0.935,0.238,0.218,0.881,0.511,Apple,50.1
0.94,0.173,0.222,0.866,0.573,Apple,55.6
0.797,0.282,0.159,0.977,0.451,Apple,47.9
0.906,0.147,0.132,0.966,0.583,Apple,53.3
0.92,0.253,0.161,0.854,0.573,Apple,55.2
0.935,0.194,0.162,0.959,0.543,Apple,55.8
0.905,0.265,0.205,0.916,0.47,Apple,53.0
0.903,0.248,0.168,0.854,0.41,Apple,53.4
0.858,0.258,0.12,0.902,0.526,Apple,50.1
0.721,0.132,0.177,0.976,0.566,Apple,54.6
0.912,0.237,0.219,0.892,0.496,Apple,54.4
0.765,0.237,0.224,0.954,0.44,Apple,51.1
0.745,0.275,0.242,0.965,0.445,Apple,56.5
0.931,0.229,0.194,0.968,0.595,Apple,49.0
0.875,0.134,0.16,0.906,0.452,Apple,47.9
0.792,0.289,0.118,0.943,0.487,Apple,56.2
0.813,0.235,0.118,0.943,0.438,Apple,55.6
0.896,0.158,0.174,0.867,0.571,Apple,53.0
0.949,0.157,0.202,0.904,0.482,Apple,48.5
0.773,0.152,0.193,0.968,0.474,Apple,53.8
0.815,0.102,0.12,0.892,0.539,Apple,53.9
0.878,0.242,0.21,0.883,0.419,Apple,47.6
0.783,0.147,0.236,0.98,0.588,Apple,56.7
0.85,0.25,0.107,0.883,0.524,Apple,50.0
0.799,0.174,0.245,0.923,0.516,Apple,49.6
0.826,0.286,0.232,0.867,0.463,Apple,52.3
0.735,0.123,0.107,0.867,0.574,Apple,55.3
0.887,0.285,0.142,0.964,0.523,Apple,54.6
0.766,0.163,0.234,0.891,0.599,Apple,54.6
0.738,0.271,0.199,0.954,0.411,Apple,48.5
0.757,0.107,0.139,0.942,0.487,Apple,57.0
0.932,0.108,0.153,0.942,0.497,Apple,51.9
0.911,0.273,0.119,0.862,0.574,Apple,48.8
0.742,0.202,0.141,0.966,0.517,Apple,52.8
0.943,0.205,0.186,0.904,0.415,Apple,54.7
0.869,0.277,0.104,0.939,0.536,Apple,50.9
0.848,0.29,0.226,0.87,0.416,Apple,55.3
0.865,0.191,0.243,0.927,0.401,Apple,56.7
0.864,0.29,0.149,0.945,0.547,Apple,56.6
0.842,0.142,0.107,0.934,0.465,Apple,47.6
0.718,0.29,0.157,0.902,0.436,Apple,56.7
0.916,0.118,0.228,0.871,0.556,Apple,49.8
0.888,0.231,0.118,0.914,0.486,Apple,55.1
0.778,0.237,0.12,0.937,0.566,Apple,52.1
0.822,0.277,0.171,0.923,0.485,Apple,54.6
0.903,0.223,0.165,0.905,0.408,Apple,50.4
0.816,0.145,0.203,0.87,0.499,Apple,53.3
0.831,0.158,0.166,0.968,0.496,Apple,48.5
0.732,0.281,0.226,0.918,0.459,Apple,47.5
0.719,0.109,0.116,0.905,0.419,Apple,53.6
0.842,0.151,0.138,0.861,0.501,Apple,48.1
0.865,0.136,0.127,0.901,0.417,Apple,55.8
0.774,0.217,0.168,0.937,0.525,Apple,49.7
0.942,0.274,0.128,0.874,0.549,Apple,53.0
0.918,0.121,0.18,0.851,0.423,Apple,48.7
0.819,0.238,0.23,0.976,0.52,Apple,51.9
0.855,0.295,0.154,0.938,0.538,Apple,50.9
0.776,0.125,0.102,0.865,0.403,Apple,56.7
0.915,0.142,0.197,0.934,0.487,Apple,53.3
0.898,0.138,0.145,0.91,0.495,Apple,47.2
0.742,0.13,0.205,0.975,0.494,Apple,55.6
0.846,0.14,0.185,0.958,0.41,Apple,47.1
0.858,0.243,0.247,0.96,0.547,Apple,53.0
0.839,0.158,0.173,0.913,0.518,Apple,53.1
0.87,0.263,0.173,0.943,0.506,Apple,51.2
0.779,0.113,0.234,0.904,0.495,Apple,51.9
0.935,0.169,0.205,0.853,0.458,Apple,48.9
0.786,0.146,0.133,0.968,0.468,Apple,53.0
0.911,0.231,0.12,0.888,0.542,Apple,56.6
0.908,0.235,0.21,0.953,0.56,Apple,55.4
0.855,0.156,0.212,0.937,0.426,Apple,49.0
0.851,0.12,0.162,0.979,0.461,Apple,49.1
0.712,0.104,0.232,0.896,0.432,Apple,55.3
0.924,0.106,0.11,0.906,0.524,Apple,48.2
0.756,0.152,0.151,0.896,0.409,Apple,55.8
0.767,0.13,0.204,0.917,0.534,Apple,54.1
0.932,0.188,0.169,0.959,0.422,Apple,48.1
0.853,0.256,0.242,0.957,0.408,Apple,48.1
0.857,0.274,0.237,0.87,0.458,Apple,51.4
0.826,0.247,0.115,0.934,0.467,Apple,48.4
0.912,0.188,0.162,0.95,0.449,Apple,55.1
0.785,0.201,0.113,0.898,0.551,Apple,50.6
0.866,0.13,0.213,0.905,0.446,Apple,55.0
0.803,0.182,0.169,0.961,0.559,Apple,50.6
0.707,0.129,0.101,0.955,0.589,Apple,47.8
0.779,0.296,0.125,0.858,0.552,Apple,53.6
0.86,0.281,0.109,0.932,0.543,Apple,53.6
0.83,0.159,0.16,0.939,0.511,Apple,50.0
0.886,0.282,0.101,0.886,0.506,Apple,56.2
0.875,0.189,0.131,0.921,0.558,Apple,53.5
0.874,0.278,0.217,0.903,0.439,Apple,50.0
0.709,0.167,0.209,0.946,0.425,Apple,56.9
0.771,0.119,0.183,0.918,0.551,Apple,48.6
0.707,0.259,0.189,0.881,0.555,Apple,54.3
0.947,0.122,0.109,0.898,0.525,Apple,50.5
0.712,0.23,0.119,0.889,0.547,Apple,51.5
0.946,0.261,0.248,0.924,0.579,Apple,53.3
0.833,0.219,0.153,0.887,0.557,Apple,54.1
0.868,0.243,0.178,0.882,0.466,Apple,52.8
0.906,0.172,0.115,0.943,0.566,Apple,47.8
0.716,0.278,0.171,0.908,0.474,Apple,52.3
0.847,0.204,0.159,0.884,0.5,Apple,51.2
0.81,0.286,0.173,0.977,0.565,Apple,48.4
0.732,0.242,0.119,0.942,0.573,Apple,48.2
0.753,0.195,0.212,0.973,0.474,Apple,56.5
0.85,0.182,0.118,0.924,0.408,Apple,48.5
0.793,0.298,0.145,0.913,0.558,Apple,48.4
0.847,0.11,0.234,0.966,0.443,Apple,55.2
0.822,0.124,0.152,0.963,0.484,Apple,52.7
0.841,0.28,0.217,0.912,0.544,Apple,53.1
0.89,0.201,0.169,0.908,0.49,Apple,55.7
0.781,0.26,0.2,0.903,0.447,Apple,51.0
0.835,0.292,0.234,0.946,0.529,Apple,55.7
0.877,0.214,0.219,0.942,0.512,Apple,48.2
0.84,0.138,0.193,0.925,0.411,Apple,52.7
0.747,0.195,0.235,0.866,0.587,Apple,48.8
0.705,0.257,0.137,0.942,0.578,Apple,51.4
0.902,0.221,0.16,0.856,0.572,Apple,47.2
0.809,0.183,0.229,0.891,0.451,Apple,48.1
0.725,0.134,0.122,0.883,0.418,Apple,50.1
0.802,0.134,0.192,0.892,0.405,Apple,47.6
0.797,0.164,0.162,0.892,0.475,Apple,55.3
0.73,0.141,0.213,0.926,0.499,Apple,54.5
0.796,0.123,0.109,0.91,0.481,Apple,51.8
0.802,0.147,0.233,0.885,0.593,Apple,53.8
0.762,0.211,0.218,0.89,0.481,Apple,47.8
0.859,0.141,0.245,0.899,0.597,Apple,54.8
0.834,0.185,0.237,0.909,0.4,Apple,51.6
0.907,0.158,0.246,0.85,0.587,Apple,51.8
0.849,0.268,0.157,0.896,0.526,Apple,52.9
0.828,0.109,0.211,0.923,0.46,Apple,51.0
0.731,0.128,0.183,0.886,0.486,Apple,53.1
0.541,0.148,0.202,0.303,0.915,Steak,273.5
0.441,0.137,0.247,0.302,0.965,Steak,272.0
0.353,0.204,0.197,0.201,0.969,Steak,275.0
0.485,0.162,0.234,0.411,1.041,Steak,271.4
0.507,0.197,0.112,0.209,1.058,Steak,272.7
0.484,0.153,0.222,0.448,0.939,Steak,267.8
0.504,0.205,0.101,0.339,1.084,Steak,270.4
0.394,0.103,0.142,0.476,0.939,Steak,266.9
0.473,0.145,0.208,0.27,0.973,Steak,269.6
0.406,0.236,0.206,0.263,0.899,Steak,274.2
0.429,0.23,0.185,0.348,0.988,Steak,272.6
0.463,0.202,0.185,0.22,0.882,Steak,266.7
0.402,0.185,0.134,0.357,1.046,Steak,267.9
0.486,0.249,0.204,0.36,0.913,Steak,271.6
0.441,0.241,0.196,0.483,0.863,Steak,275.4
0.437,0.249,0.141,0.404,0.967,Steak,269.6
0.502,0.233,0.134,0.283,0.955,Steak,270.5
0.351,0.129,0.112,0.372,0.856,Steak,273.4
0.546,0.164,0.111,0.275,0.891,Steak,269.1
0.475,0.115,0.172,0.442,0.998,Steak,272.3
0.417,0.138,0.116,0.272,0.935,Steak,266.5
0.417,0.219,0.242,0.433,1.005,Steak,273.6
0.475,0.187,0.113,0.218,0.858,Steak,269.1
0.52,0.11,0.119,0.476,0.96,Steak,269.0
0.475,0.11,0.202,0.368,0.924,Steak,269.8
0.369,0.213,0.135,0.38,1.015,Steak,266.1
0.427,0.219,0.232,0.386,0.935,Steak,275.4
0.507,0.168,0.149,0.258,0.876,Steak,272.0
0.364,0.218,0.129,0.372,1.009,Steak,268.6
0.434,0.209,0.167,0.273,1.049,Steak,266.6
0.412,0.165,0.244,0.426,0.928,Steak,274.9
0.505,0.122,0.146,0.303,0.942,Steak,266.1
0.467,0.202,0.109,0.352,1.059,Steak,274.6
0.434,0.129,0.13,0.473,1.046,Steak,269.4
0.484,0.204,0.247,0.38,0.933,Steak,271.8
0.543,0.192,0.163,0.249,0.964,Steak,273.9
0.358,0.133,0.101,0.267,0.908,Steak,272.2
0.398,0.21,0.243,0.299,1.035,Steak,268.1
0.387,0.248,0.154,0.222,0.858,Steak,267.2
0.408,0.129,0.188,0.43,0.861,Steak,266.3
0.39,0.126,0.233,0.416,0.935,Steak,271.5
0.386,0.103,0.226,0.473,0.855,Steak,272.8
0.426,0.218,0.117,0.481,0.926,Steak,268.4
0.512,0.199,0.241,0.493,1.099,Steak,274.8
0.526,0.11,0.122,0.477,1.049,Steak,267.9
0.426,0.156,0.19,0.493,0.911,Steak,266.5
0.473,0.128,0.18,0.437,0.932,Steak,266.5
0.509,0.231,0.228,0.491,1.071,Steak,268.1
0.366,0.171,0.2,0.219,0.977,Steak,273.5
0.479,0.176,0.175,0.339,0.93,Steak,269.7
0.489,0.207,0.174,0.281,0.95,Steak,275.2
0.467,0.105,0.133,0.261,1.066,Steak,270.0
0.411,0.233,0.186,0.481,0.944,Steak,271.5
0.377,0.113,0.167,0.305,0.996,Steak,270.7
0.474,0.164,0.17,0.323,1.051,Steak,269.2
0.426,0.127,0.135,0.394,0.94,Steak,266.8
0.519,0.177,0.197,0.436,1.082,Steak,267.0
0.364,0.106,0.13,0.259,0.932,Steak,269.0
0.513,0.203,0.141,0.412,1.099,Steak,276.0
0.5,0.211,0.237,0.203,0.925,Steak,274.2
0.507,0.161,0.161,0.374,1.014,Steak,270.7
0.453,0.214,0.122,0.319,0.907,Steak,273.5
0.445,0.177,0.218,0.427,1.031,Steak,270.6
0.508,0.147,0.128,0.431,1.024,Steak,268.1
0.44,0.184,0.156,0.373,0.882,Steak,275.4
0.352,0.222,0.225,0.302,0.955,Steak,272.9
0.431,0.217,0.181,0.298,0.856,Steak,273.9
0.534,0.123,0.243,0.299,1.007,Steak,272.0
0.472,0.23,0.247,0.261,0.948,Steak,271.3
0.388,0.116,0.185,0.335,1.074,Steak,266.9
0.371,0.183,0.105,0.407,0.972,Steak,267.9
0.364,0.244,0.143,0.27,1.015,Steak,266.7
0.361,0.178,0.126,0.458,0.953,Steak,267.6
0.372,0.18,0.172,0.221,1.089,Steak,274.7
0.376,0.131,0.165,0.413,0.969,Steak,272.0
0.538,0.188,0.175,0.405,0.919,Steak,266.1
0.379,0.11,0.16,0.442,0.981,Steak,275.1
0.526,0.169,0.186,0.421,0.922,Steak,274.8
0.441,0.205,0.207,0.289,1.003,Steak,274.1
0.385,0.137,0.235,0.42,0.964,Steak,275.1
0.387,0.185,0.159,0.484,0.91,Steak,274.7
0.405,0.194,0.144,0.475,1.025,Steak,273.2
0.393,0.174,0.249,0.366,1.099,Steak,266.8
0.371,0.215,0.149,0.335,0.913,Steak,271.1
0.442,0.111,0.204,0.425,0.945,Steak,273.5
0.521,0.16,0.102,0.234,1.079,Steak,269.3
0.5,0.173,0.11,0.365,0.911,Steak,275.5
0.378,0.223,0.226,0.251,0.855,Steak,267.0
0.409,0.18,0.159,0.223,1.041,Steak,272.8
0.381,0.154,0.133,0.21,1.019,Steak,268.2
0.489,0.225,0.222,0.392,1.029,Steak,275.0
0.428,0.146,0.108,0.201,1.043,Steak,273.7
0.536,0.156,0.136,0.227,0.955,Steak,275.9
0.417,0.129,0.2,0.266,1.071,Steak,274.0
0.516,0.125,0.125,0.325,0.877,Steak,269.3
0.462,0.128,0.131,0.363,1.085,Steak,267.2
0.393,0.153,0.126,0.321,0.929,Steak,269.9
0.442,0.11,0.222,0.395,0.942,Steak,266.7
0.394,0.145,0.19,0.495,0.875,Steak,271.4
0.548,0.228,0.126,0.488,1.0,Steak,275.8
0.489,0.202,0.246,0.408,0.933,Steak,272.4
0.527,0.148,0.228,0.345,0.934,Steak,272.1
0.467,0.157,0.196,0.27,0.997,Steak,275.9
0.397,0.192,0.235,0.293,1.034,Steak,273.6
0.474,0.109,0.156,0.289,0.888,Steak,268.0
0.358,0.239,0.19,0.484,1.035,Steak,269.3
0.406,0.197,0.214,0.356,1.094,Steak,272.5
0.408,0.104,0.227,0.299,0.911,Steak,271.4
0.531,0.2,0.137,0.406,1.03,Steak,272.1
0.426,0.148,0.166,0.202,1.067,Steak,266.7
0.388,0.195,0.121,0.261,0.873,Steak,271.9
0.516,0.24,0.135,0.223,1.031,Steak,269.1
0.494,0.137,0.126,0.275,0.921,Steak,270.5
0.477,0.141,0.217,0.224,1.093,Steak,270.0
0.384,0.166,0.176,0.42,1.04,Steak,274.2
0.509,0.103,0.157,0.456,1.04,Steak,275.2
0.469,0.123,0.209,0.277,0.966,Steak,270.5
0.425,0.191,0.111,0.241,0.967,Steak,267.5
0.388,0.102,0.175,0.418,0.973,Steak,275.3
0.538,0.246,0.156,0.347,1.01,Steak,271.9
0.432,0.106,0.238,0.315,0.991,Steak,267.9
0.437,0.138,0.237,0.417,0.977,Steak,270.9
0.488,0.204,0.198,0.478,1.034,Steak,268.4
0.357,0.222,0.195,0.403,1.024,Steak,272.5
0.402,0.168,0.202,0.276,1.001,Steak,275.5
0.518,0.102,0.216,0.393,1.079,Steak,270.0
0.467,0.235,0.178,0.257,0.956,Steak,274.3
0.401,0.145,0.245,0.398,0.946,Steak,269.1
0.432,0.231,0.209,0.227,1.009,Steak,273.8
0.419,0.121,0.212,0.479,0.949,Steak,269.1
0.547,0.222,0.1,0.221,1.024,Steak,271.2
0.481,0.21,0.126,0.312,1.026,Steak,268.0
0.386,0.242,0.168,0.444,0.896,Steak,266.6
0.387,0.214,0.139,0.471,0.952,Steak,272.3
0.475,0.23,0.125,0.288,0.944,Steak,268.8
0.418,0.188,0.172,0.402,0.875,Steak,266.6
0.5,0.101,0.187,0.496,0.874,Steak,271.2
0.351,0.19,0.248,0.428,1.083,Steak,270.7
0.417,0.164,0.156,0.467,1.1,Steak,274.2
0.538,0.2,0.157,0.217,0.939,Steak,269.3
0.37,0.169,0.205,0.418,1.072,Steak,267.4
0.47,0.23,0.142,0.41,1.054,Steak,269.7
0.474,0.199,0.171,0.324,0.897,Steak,275.9
0.542,0.222,0.102,0.308,0.861,Steak,274.1
0.415,0.167,0.191,0.32,1.003,Steak,266.8
0.436,0.24,0.24,0.496,1.064,Steak,275.1
0.497,0.144,0.129,0.243,0.98,Steak,271.7
0.521,0.176,0.119,0.439,0.925,Steak,272.7
0.46,0.231,0.125,0.334,0.879,Steak,272.6
0.398,0.132,0.213,0.398,0.872,Steak,270.3
0.493,0.124,0.239,0.471,1.042,Steak,268.2
0.402,0.171,0.235,0.237,0.884,Steak,271.3
0.495,0.114,0.204,0.462,1.083,Steak,273.7
0.47,0.197,0.157,0.415,1.034,Steak,269.8
0.478,0.184,0.228,0.443,0.906,Steak,267.2
0.368,0.113,0.211,0.481,1.036,Steak,267.2
0.424,0.228,0.243,0.373,0.85,Steak,266.6
0.457,0.227,0.247,0.296,0.941,Steak,272.8
0.509,0.178,0.19,0.267,0.949,Steak,271.4
0.442,0.122,0.241,0.451,0.975,Steak,270.6
0.47,0.122,0.2,0.44,1.026,Steak,272.0
0.412,0.249,0.119,0.499,1.027,Steak,270.8
0.516,0.174,0.206,0.313,1.095,Steak,269.3
0.516,0.132,0.21,0.443,1.025,Steak,266.5
0.523,0.127,0.173,0.318,1.096,Steak,272.6
0.52,0.249,0.182,0.301,1.019,Steak,275.9
0.502,0.159,0.179,0.285,1.024,Steak,268.0
0.521,0.159,0.12,0.426,0.995,Steak,274.1
0.52,0.206,0.169,0.249,0.884,Steak,273.0
0.408,0.122,0.133,0.425,1.034,Steak,266.1
0.495,0.186,0.202,0.497,0.887,Steak,275.5
0.435,0.226,0.239,0.229,1.094,Steak,267.8
0.36,0.247,0.198,0.378,1.092,Steak,272.3
0.431,0.105,0.136,0.347,1.022,Steak,275.5
0.481,0.156,0.204,0.439,1.015,Steak,273.8
0.523,0.198,0.141,0.396,0.942,Steak,267.2
0.367,0.173,0.2,0.353,0.856,Steak,271.7
0.465,0.141,0.212,0.438,0.895,Steak,270.8
0.479,0.165,0.186,0.23,0.866,Steak,275.1
0.509,0.128,0.222,0.206,0.989,Steak,271.4
0.512,0.173,0.178,0.375,1.028,Steak,273.9
0.375,0.213,0.245,0.469,0.895,Steak,272.0
0.386,0.183,0.22,0.237,0.882,Steak,268.1
0.382,0.184,0.228,0.211,1.095,Steak,271.1
0.423,0.182,0.163,0.484,0.85,Steak,269.0
0.539,0.178,0.217,0.398,0.961,Steak,271.8
0.489,0.178,0.248,0.306,0.985,Steak,268.1
0.37,0.223,0.136,0.256,0.925,Steak,274.3
0.541,0.19,0.132,0.308,0.882,Steak,272.2
0.365,0.138,0.157,0.471,0.95,Steak,266.8
0.401,0.164,0.204,0.361,0.868,Steak,273.3
0.549,0.205,0.129,0.312,1.014,Steak,274.2
0.471,0.163,0.123,0.498,0.958,Steak,266.3
0.471,0.112,0.119,0.233,0.987,Steak,266.7
0.478,0.154,0.15,0.282,1.067,Steak,268.3
0.352,0.157,0.245,0.314,0.876,Steak,275.3
0.385,0.209,0.146,0.446,0.972,Steak,271.3
0.49,0.23,0.183,0.382,1.074,Steak,267.7
0.539,0.158,0.152,0.422,1.092,Steak,271.3
0.469,0.227,0.172,0.238,0.852,Steak,271.1
