age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,poutcome,deposit_subscribed
53,entrepreneur,married,tertiary,no,-345,no,no,cellular,322,4,unknown,yes
64,retired,divorced,primary,no,6352,no,no,telephone,989,5,unknown,no
51,services,married,tertiary,no,4507,yes,no,cellular,192,1,failure,no
28,admin.,single,tertiary,no,14730,yes,no,telephone,1071,6,unknown,yes
61,blue-collar,married,primary,no,14423,no,yes,telephone,1124,6,unknown,no
60,admin.,divorced,secondary,no,10551,no,no,cellular,388,1,unknown,yes
40,admin.,married,secondary,no,5615,no,no,cellular,1134,1,unknown,yes
34,services,single,tertiary,no,5949,yes,no,cellular,978,5,failure,yes
18,self-employed,married,secondary,no,-416,yes,no,telephone,756,1,unknown,yes
23,technician,married,primary,no,-387,yes,no,cellular,993,4,unknown,yes
29,management,single,secondary,no,6698,yes,no,telephone,41,3,other,no
25,services,married,primary,no,6398,no,no,cellular,437,4,success,no
25,entrepreneur,married,tertiary,no,10669,no,no,telephone,1057,6,other,no
42,technician,single,primary,no,1566,yes,no,cellular,136,6,failure,no
56,admin.,married,secondary,no,7461,yes,no,cellular,1077,2,unknown,no
34,services,divorced,secondary,no,11074,no,yes,cellular,416,5,unknown,yes
25,technician,married,primary,no,2648,no,no,cellular,216,1,unknown,no
62,services,single,secondary,no,505,yes,no,telephone,255,3,unknown,no
63,entrepreneur,single,secondary,no,2477,yes,yes,telephone,464,3,unknown,no
24,entrepreneur,single,secondary,no,5456,yes,yes,cellular,1160,2,unknown,no
41,retired,single,tertiary,no,9073,yes,no,cellular,276,1,unknown,no
59,services,single,tertiary,no,1116,yes,no,telephone,647,6,unknown,no
52,technician,single,primary,no,8519,no,no,telephone,779,4,unknown,yes
45,blue-collar,married,secondary,no,7755,no,no,telephone,294,3,unknown,no
68,services,divorced,secondary,no,8223,no,no,cellular,926,5,unknown,no
43,management,single,primary,yes,8869,yes,no,telephone,1061,6,failure,yes
32,management,divorced,secondary,no,2303,yes,no,telephone,110,6,unknown,no
26,management,single,tertiary,no,12990,yes,yes,telephone,785,3,unknown,no
53,management,divorced,primary,no,9518,yes,no,cellular,758,2,failure,yes
34,admin.,divorced,tertiary,no,12249,no,no,telephone,557,6,unknown,no
70,self-employed,single,secondary,no,9029,no,no,telephone,348,4,unknown,no
41,technician,married,primary,no,7026,yes,no,cellular,1196,4,success,yes
36,admin.,married,primary,no,12893,yes,no,cellular,323,1,unknown,no
59,entrepreneur,single,tertiary,no,11407,no,yes,cellular,803,4,unknown,no
66,admin.,single,primary,no,3885,yes,no,cellular,49,1,unknown,no
63,blue-collar,single,primary,no,8721,no,no,telephone,709,4,unknown,yes
62,management,divorced,tertiary,no,13015,yes,no,cellular,1077,4,unknown,no
19,services,married,secondary,no,10237,yes,no,telephone,260,4,unknown,yes
24,management,married,primary,no,1439,yes,no,cellular,118,5,unknown,no
39,technician,divorced,secondary,no,10432,no,no,telephone,743,1,unknown,yes
41,management,divorced,primary,no,13618,no,yes,cellular,685,2,unknown,yes
68,self-employed,single,primary,no,11406,yes,yes,cellular,402,4,unknown,no
48,entrepreneur,divorced,tertiary,no,12642,no,no,telephone,887,5,unknown,yes
52,services,married,primary,no,6411,yes,no,cellular,208,2,unknown,no
19,retired,divorced,secondary,no,14588,yes,no,telephone,315,3,unknown,no
53,entrepreneur,single,primary,no,415,no,yes,cellular,803,6,unknown,no
41,admin.,divorced,primary,no,708,yes,no,cellular,91,2,unknown,no
22,admin.,divorced,secondary,no,2488,yes,yes,telephone,992,4,failure,yes
59,admin.,married,primary,no,13936,no,no,cellular,1060,2,unknown,no
61,self-employed,divorced,tertiary,no,14559,no,no,cellular,897,2,unknown,yes
42,technician,divorced,primary,no,417,yes,no,cellular,989,4,unknown,no
70,entrepreneur,single,primary,no,10094,yes,no,cellular,189,3,unknown,no
19,services,married,primary,no,570,yes,yes,telephone,414,5,unknown,no
33,management,single,tertiary,no,8736,no,no,cellular,674,1,success,yes
40,management,married,tertiary,no,11818,yes,no,cellular,229,3,unknown,no
24,technician,single,tertiary,no,7314,no,no,telephone,360,2,unknown,yes
58,blue-collar,divorced,primary,no,12729,no,yes,cellular,1057,5,success,yes
51,retired,married,primary,no,5403,no,no,cellular,823,2,unknown,yes
22,technician,divorced,tertiary,no,1095,no,yes,telephone,1150,1,unknown,yes
28,management,single,primary,no,5452,yes,yes,telephone,558,4,success,no
46,technician,single,tertiary,no,5455,no,no,cellular,932,3,unknown,yes
38,retired,single,tertiary,no,6874,yes,no,cellular,146,6,failure,no
53,admin.,single,primary,no,2092,no,no,cellular,825,4,unknown,yes
47,self-employed,single,primary,no,1275,no,no,telephone,438,4,unknown,yes
56,self-employed,single,tertiary,no,1373,yes,yes,cellular,992,2,unknown,yes
20,entrepreneur,single,secondary,no,7256,yes,no,cellular,896,3,unknown,yes
27,blue-collar,married,secondary,no,13815,no,no,cellular,561,2,failure,yes
45,retired,married,primary,no,14932,yes,no,cellular,924,3,other,yes
70,admin.,divorced,tertiary,no,11341,no,no,telephone,678,1,unknown,yes
27,self-employed,married,primary,no,10541,yes,no,cellular,952,2,unknown,yes
55,blue-collar,single,primary,no,2574,yes,no,cellular,803,2,unknown,no
61,admin.,married,secondary,yes,14190,yes,no,cellular,1052,6,success,yes
40,retired,divorced,secondary,no,12035,yes,no,telephone,907,3,unknown,yes
52,entrepreneur,married,secondary,no,10781,no,no,cellular,209,1,unknown,yes
44,blue-collar,married,tertiary,no,14691,yes,no,cellular,623,4,unknown,no
53,entrepreneur,single,primary,no,1538,yes,no,telephone,875,6,failure,no
18,retired,single,tertiary,no,13911,no,no,telephone,524,1,other,yes
18,admin.,single,secondary,no,8002,no,no,telephone,379,5,success,yes
43,services,divorced,tertiary,no,345,no,no,cellular,829,6,unknown,no
51,technician,married,primary,no,12626,yes,yes,telephone,562,5,unknown,yes
23,blue-collar,single,secondary,yes,12116,no,yes,cellular,813,1,failure,yes
47,retired,single,primary,no,3133,yes,no,cellular,804,3,unknown,yes
27,admin.,divorced,tertiary,no,1317,yes,no,cellular,320,3,unknown,yes
22,self-employed,married,primary,no,7545,no,no,telephone,186,2,unknown,no
38,self-employed,single,primary,no,14305,yes,no,cellular,270,3,success,yes
57,admin.,single,tertiary,no,14681,yes,no,cellular,1090,5,failure,yes
41,blue-collar,single,primary,no,3100,yes,no,cellular,578,3,unknown,no
40,management,married,tertiary,no,6644,yes,no,cellular,542,2,unknown,no
63,management,married,primary,no,12057,no,no,cellular,1029,4,other,yes
65,management,married,tertiary,no,5775,yes,no,telephone,161,4,unknown,yes
50,management,divorced,secondary,no,13044,no,no,telephone,845,1,unknown,no
45,technician,married,primary,no,10263,yes,yes,telephone,280,1,unknown,yes
39,services,married,tertiary,no,14225,yes,yes,telephone,464,5,unknown,no
63,blue-collar,divorced,tertiary,no,11889,yes,no,cellular,433,1,failure,no
35,entrepreneur,single,primary,no,9353,yes,no,cellular,613,1,unknown,no
18,self-employed,married,primary,no,6099,yes,no,cellular,720,6,unknown,yes
69,entrepreneur,divorced,secondary,no,11848,yes,yes,telephone,1041,5,unknown,yes
47,self-employed,divorced,primary,no,14863,no,yes,cellular,51,2,unknown,no
62,entrepreneur,single,primary,no,11363,no,no,cellular,137,3,other,yes
21,management,single,secondary,no,9539,no,no,cellular,312,5,unknown,yes
27,entrepreneur,divorced,secondary,no,8048,yes,no,telephone,604,3,failure,yes
23,management,married,tertiary,no,8650,no,no,cellular,189,1,success,yes
18,services,married,secondary,no,1212,yes,no,telephone,668,6,unknown,yes
50,blue-collar,single,primary,no,5817,no,no,cellular,849,2,unknown,yes
61,management,divorced,tertiary,no,7052,no,no,cellular,63,4,unknown,yes
60,self-employed,married,secondary,no,8516,yes,no,cellular,842,5,unknown,yes
46,management,married,primary,no,5767,no,no,telephone,417,4,unknown,yes
56,self-employed,divorced,secondary,no,317,no,no,cellular,265,1,other,no
33,blue-collar,divorced,primary,no,13960,no,no,telephone,834,1,unknown,no
62,management,married,primary,no,2835,yes,no,telephone,36,1,unknown,no
57,self-employed,divorced,secondary,no,10771,yes,no,cellular,371,2,unknown,no
18,self-employed,married,secondary,no,3822,no,no,cellular,751,4,unknown,yes
33,self-employed,single,primary,no,8794,no,no,cellular,1105,5,unknown,yes
24,blue-collar,married,tertiary,no,7539,no,no,telephone,1026,3,unknown,yes
40,management,divorced,secondary,no,12189,no,no,telephone,260,3,unknown,no
19,technician,married,primary,no,1820,yes,yes,telephone,766,2,failure,yes
42,blue-collar,married,tertiary,no,14232,no,no,cellular,573,6,unknown,yes
55,entrepreneur,married,secondary,no,8994,yes,no,cellular,917,4,unknown,no
40,management,single,primary,no,10731,yes,no,telephone,1173,6,unknown,yes
22,management,single,secondary,no,4136,no,yes,telephone,656,1,unknown,yes
18,admin.,married,primary,no,4141,no,no,cellular,206,6,unknown,no
30,entrepreneur,divorced,primary,no,26,yes,no,telephone,895,4,success,yes
34,management,divorced,secondary,no,6640,no,no,cellular,438,3,unknown,no
37,management,single,secondary,no,9794,yes,no,telephone,226,2,unknown,no
50,retired,married,secondary,no,6389,no,no,cellular,892,1,failure,yes
37,services,divorced,tertiary,no,9672,yes,no,telephone,139,4,unknown,no
47,self-employed,single,primary,no,13096,no,yes,cellular,625,5,unknown,yes
21,blue-collar,divorced,tertiary,no,11613,no,no,cellular,1181,6,success,yes
61,technician,married,tertiary,no,14844,yes,no,cellular,264,1,unknown,no
25,blue-collar,single,primary,no,-97,no,no,cellular,279,3,unknown,no
70,services,divorced,secondary,no,10662,yes,no,cellular,915,2,unknown,yes
70,services,single,tertiary,no,8456,yes,no,telephone,234,5,unknown,no
43,entrepreneur,divorced,primary,no,12828,yes,yes,telephone,276,5,unknown,no
20,self-employed,single,secondary,no,7166,no,no,cellular,354,3,unknown,no
31,retired,divorced,tertiary,no,528,yes,no,telephone,971,6,other,yes
68,management,married,primary,no,10069,yes,no,cellular,1068,6,unknown,yes
38,retired,divorced,tertiary,no,607,yes,no,cellular,504,1,unknown,no
61,self-employed,married,primary,no,12747,no,no,cellular,386,6,other,no
44,blue-collar,single,tertiary,no,113,no,yes,telephone,90,2,unknown,no
42,technician,divorced,tertiary,no,2706,yes,no,telephone,491,2,failure,no
51,services,single,tertiary,no,10455,yes,yes,cellular,40,3,failure,no
22,retired,single,tertiary,no,14425,no,no,cellular,454,5,failure,no
40,technician,single,secondary,no,5662,no,no,cellular,1089,3,unknown,yes
21,retired,single,primary,no,4249,no,no,telephone,169,2,success,yes
54,services,divorced,tertiary,no,6040,no,no,cellular,994,3,unknown,yes
44,management,single,secondary,no,473,yes,no,telephone,157,2,unknown,no
54,admin.,married,primary,no,9300,no,no,telephone,295,3,failure,yes
49,services,divorced,secondary,no,4471,no,no,cellular,73,1,unknown,no
30,entrepreneur,divorced,tertiary,no,8552,yes,no,telephone,286,4,failure,no
25,self-employed,single,tertiary,no,5524,yes,no,cellular,517,2,unknown,yes
44,admin.,single,tertiary,no,431,yes,yes,cellular,608,1,unknown,no
33,management,single,tertiary,no,10273,yes,yes,telephone,1143,2,unknown,no
40,services,married,tertiary,no,5511,no,no,cellular,1108,3,unknown,yes
24,admin.,married,secondary,no,9688,yes,yes,cellular,1096,2,unknown,yes
25,retired,divorced,primary,no,3351,no,no,telephone,263,1,unknown,yes
35,entrepreneur,married,primary,no,13501,no,no,telephone,817,4,unknown,yes
29,entrepreneur,divorced,primary,no,12,yes,no,cellular,718,3,failure,yes
66,admin.,married,tertiary,no,6611,no,no,cellular,253,5,unknown,no
61,management,divorced,secondary,no,11283,no,no,cellular,810,4,failure,no
26,admin.,married,tertiary,no,901,no,no,telephone,721,5,unknown,yes
41,management,divorced,secondary,no,12775,no,yes,telephone,1194,6,unknown,yes
29,self-employed,married,primary,no,7142,yes,no,cellular,866,1,unknown,yes
57,retired,single,secondary,no,12049,no,no,telephone,290,2,unknown,yes
57,admin.,single,primary,no,2518,no,no,telephone,115,5,failure,yes
63,management,married,primary,no,13549,no,no,cellular,510,3,unknown,no
25,blue-collar,single,primary,no,5584,no,no,cellular,903,3,unknown,yes
68,retired,married,secondary,no,5639,yes,no,cellular,358,3,unknown,no
55,admin.,single,tertiary,no,4629,yes,no,telephone,470,4,failure,yes
64,technician,married,tertiary,no,766,no,no,telephone,1133,6,unknown,no
69,admin.,divorced,secondary,no,8025,yes,no,telephone,529,3,unknown,no
41,services,married,secondary,no,1390,no,no,telephone,771,1,unknown,yes
41,self-employed,divorced,primary,no,6362,yes,no,cellular,1131,2,failure,yes
55,technician,divorced,secondary,no,5096,yes,yes,telephone,1064,2,unknown,yes
67,services,single,secondary,yes,1479,yes,no,telephone,236,2,other,no
19,technician,single,primary,no,8172,no,no,telephone,291,4,unknown,no
36,blue-collar,married,secondary,no,9602,yes,no,cellular,756,4,other,yes
65,entrepreneur,married,secondary,no,11516,yes,no,cellular,341,1,unknown,yes
59,self-employed,married,secondary,no,7834,no,no,cellular,505,3,unknown,yes
51,entrepreneur,married,secondary,no,11907,yes,yes,cellular,911,5,unknown,no
38,blue-collar,married,secondary,no,4216,yes,no,cellular,620,3,success,yes
32,management,single,primary,no,13242,yes,no,cellular,1135,5,failure,yes
70,admin.,married,primary,no,8857,yes,no,cellular,959,3,other,no
25,self-employed,married,secondary,no,13664,yes,no,cellular,754,1,failure,yes
22,retired,single,tertiary,no,6929,no,no,cellular,674,1,unknown,no
68,retired,single,tertiary,no,13878,no,no,cellular,533,2,unknown,no
32,services,married,secondary,no,12834,yes,no,cellular,436,6,other,no
64,services,single,secondary,no,8637,no,no,cellular,886,6,unknown,yes
55,services,divorced,secondary,no,10263,no,no,cellular,628,6,unknown,no
43,retired,divorced,secondary,no,3086,yes,no,telephone,889,4,unknown,yes
25,technician,married,secondary,no,5194,no,no,telephone,1031,5,unknown,yes
36,management,divorced,primary,no,12325,yes,no,telephone,565,6,unknown,yes
46,entrepreneur,married,secondary,no,3896,yes,no,cellular,661,4,unknown,yes
28,services,divorced,primary,no,9548,no,yes,cellular,73,4,unknown,no
40,blue-collar,divorced,primary,no,5432,yes,no,telephone,499,3,failure,no
39,entrepreneur,single,tertiary,no,14901,yes,no,cellular,1057,4,failure,yes
36,management,single,primary,no,10773,yes,no,cellular,803,6,unknown,no
35,blue-collar,single,primary,no,11025,no,no,cellular,1139,5,other,yes
55,entrepreneur,single,tertiary,no,12357,yes,no,cellular,648,3,unknown,yes
59,self-employed,married,secondary,no,3141,no,no,telephone,612,6,unknown,yes
19,self-employed,divorced,secondary,no,11996,yes,yes,cellular,80,4,failure,no
48,blue-collar,divorced,secondary,no,12765,no,yes,cellular,455,4,unknown,yes
43,self-employed,divorced,tertiary,no,11961,yes,no,telephone,873,3,failure,no
20,retired,divorced,tertiary,no,13777,yes,no,telephone,1147,4,unknown,yes
38,self-employed,divorced,secondary,no,13568,no,no,cellular,901,6,unknown,yes
18,technician,divorced,tertiary,no,2733,yes,no,cellular,898,4,unknown,no
49,technician,divorced,tertiary,no,-349,yes,no,telephone,585,5,unknown,no
54,technician,single,secondary,no,2849,no,no,telephone,1093,5,unknown,yes
39,technician,single,tertiary,no,7263,yes,no,cellular,993,1,success,yes
62,services,single,tertiary,no,7013,yes,yes,telephone,350,1,unknown,no
32,retired,divorced,primary,no,3998,yes,no,telephone,656,3,unknown,yes
34,services,single,tertiary,no,11471,yes,no,cellular,289,5,unknown,no
39,management,divorced,tertiary,no,7256,yes,yes,cellular,473,1,other,no
27,technician,married,primary,no,14179,no,yes,telephone,901,6,unknown,yes
66,blue-collar,single,tertiary,no,12179,yes,no,telephone,1099,3,unknown,no
31,technician,divorced,secondary,no,13260,yes,no,telephone,276,5,other,no
29,admin.,married,secondary,no,5168,no,no,cellular,813,3,unknown,yes
18,services,married,secondary,no,-409,no,no,telephone,549,5,other,no
20,management,divorced,secondary,no,10895,no,no,cellular,92,6,other,no
58,self-employed,married,primary,no,13834,no,no,cellular,108,3,unknown,no
27,technician,single,primary,no,13357,yes,no,cellular,673,1,other,yes
30,admin.,married,tertiary,no,4685,no,no,telephone,1087,1,success,yes
60,admin.,single,primary,no,7716,yes,no,cellular,938,1,unknown,yes
50,entrepreneur,single,tertiary,no,13227,no,no,telephone,271,3,unknown,no
23,self-employed,single,primary,no,2490,no,no,cellular,376,1,unknown,no
23,services,married,tertiary,no,14269,no,no,cellular,665,1,unknown,yes
35,technician,divorced,secondary,no,13185,yes,no,cellular,634,3,unknown,yes
49,retired,divorced,secondary,no,10015,yes,no,cellular,105,5,unknown,no
31,entrepreneur,married,tertiary,no,12546,yes,no,telephone,215,5,failure,no
47,management,single,primary,no,9840,yes,yes,telephone,792,5,unknown,yes
20,retired,divorced,primary,no,13743,no,no,telephone,715,3,unknown,yes
40,management,single,secondary,no,11821,yes,no,telephone,920,6,unknown,no
34,retired,divorced,secondary,no,6072,yes,no,cellular,1068,1,unknown,no
54,entrepreneur,divorced,primary,no,2226,no,no,cellular,1193,2,unknown,yes
21,blue-collar,married,primary,no,7015,yes,no,cellular,440,2,unknown,yes
33,services,married,primary,no,2025,no,no,telephone,40,4,unknown,yes
53,entrepreneur,divorced,primary,no,10451,yes,no,cellular,226,4,unknown,no
26,entrepreneur,married,secondary,no,11466,no,no,cellular,740,4,unknown,no
19,services,divorced,primary,no,5547,yes,no,cellular,845,1,unknown,yes
30,admin.,single,secondary,no,5063,yes,no,cellular,613,3,unknown,no
20,management,married,primary,no,10679,yes,yes,cellular,739,6,failure,yes
43,admin.,single,secondary,no,7806,yes,no,telephone,852,4,failure,yes
34,blue-collar,divorced,secondary,no,12295,yes,no,telephone,258,2,success,no
42,blue-collar,single,primary,no,14805,no,no,telephone,920,1,unknown,yes
49,self-employed,married,primary,no,10745,yes,no,telephone,78,5,unknown,no
44,admin.,married,secondary,no,83,no,no,cellular,1118,6,unknown,yes
52,blue-collar,single,tertiary,no,7584,yes,no,telephone,529,6,failure,no
20,blue-collar,married,secondary,no,9483,no,no,cellular,812,5,success,yes
58,management,married,secondary,no,11735,yes,no,cellular,917,1,failure,yes
37,services,divorced,primary,no,7248,yes,no,telephone,410,3,unknown,yes
43,technician,divorced,secondary,no,6171,yes,no,cellular,592,3,unknown,no
58,retired,single,primary,no,11116,yes,yes,telephone,973,5,unknown,yes
52,entrepreneur,married,tertiary,yes,5080,yes,no,cellular,976,6,unknown,yes
28,entrepreneur,married,secondary,no,13463,no,yes,telephone,1179,3,unknown,yes
51,retired,married,secondary,no,6897,no,yes,cellular,750,5,unknown,no
19,management,divorced,tertiary,no,3345,yes,no,telephone,282,1,unknown,no
25,management,single,primary,no,11533,no,no,telephone,475,4,other,yes
67,retired,divorced,primary,no,10753,no,no,telephone,1058,5,unknown,yes
43,self-employed,married,secondary,no,6863,yes,no,telephone,620,1,unknown,yes
47,technician,divorced,primary,no,10200,yes,no,cellular,89,5,unknown,no
50,blue-collar,divorced,tertiary,no,14990,yes,no,cellular,1195,6,unknown,yes
41,admin.,divorced,tertiary,no,10217,yes,no,cellular,360,4,unknown,no
29,self-employed,divorced,primary,no,4300,yes,yes,telephone,970,2,unknown,yes
33,technician,married,tertiary,no,12667,no,no,cellular,531,4,failure,yes
65,admin.,divorced,tertiary,no,8015,no,no,cellular,884,3,other,yes
63,admin.,married,secondary,no,479,yes,no,cellular,774,4,failure,yes
59,self-employed,married,primary,no,13378,yes,no,cellular,376,3,unknown,yes
33,self-employed,single,secondary,no,10019,no,no,telephone,531,3,unknown,no
39,self-employed,divorced,secondary,no,9239,yes,yes,telephone,83,2,other,no
63,management,married,tertiary,no,9885,yes,no,telephone,346,6,failure,yes
56,management,married,secondary,no,-42,no,no,cellular,54,3,unknown,no
51,entrepreneur,married,tertiary,no,5139,no,no,telephone,1101,3,unknown,no
59,technician,divorced,secondary,no,14198,yes,no,cellular,731,2,unknown,yes
35,blue-collar,divorced,primary,no,7025,no,no,cellular,1103,2,failure,yes
20,entrepreneur,divorced,primary,no,7813,yes,no,cellular,144,4,unknown,no
34,technician,divorced,tertiary,no,3241,no,no,cellular,574,5,unknown,no
64,blue-collar,single,tertiary,no,2903,yes,no,telephone,980,1,unknown,no
38,blue-collar,single,secondary,no,866,yes,yes,cellular,1027,3,unknown,yes
25,self-employed,divorced,primary,no,9902,no,no,cellular,545,4,unknown,no
29,retired,divorced,secondary,no,10072,yes,no,cellular,728,3,unknown,yes
58,self-employed,single,primary,no,4729,no,no,telephone,364,2,unknown,yes
37,blue-collar,married,secondary,no,8324,no,no,cellular,504,2,unknown,yes
67,self-employed,single,tertiary,no,9486,yes,no,telephone,350,2,failure,no
28,technician,married,tertiary,no,10206,no,no,telephone,498,3,unknown,no
37,retired,single,secondary,no,5298,no,no,telephone,901,5,unknown,yes
66,entrepreneur,single,secondary,no,12695,yes,no,telephone,69,6,unknown,no
34,management,married,primary,no,12458,yes,no,cellular,470,5,unknown,no
24,blue-collar,single,primary,no,7359,no,no,cellular,828,6,success,yes
33,management,divorced,tertiary,no,1161,yes,no,telephone,927,3,unknown,yes
65,blue-collar,married,tertiary,no,1986,no,no,cellular,1180,1,unknown,yes
52,management,divorced,tertiary,no,10797,yes,no,cellular,672,3,other,yes
31,technician,married,secondary,no,5434,yes,no,telephone,552,5,failure,yes
25,entrepreneur,married,secondary,no,12576,yes,no,telephone,63,5,unknown,yes
50,retired,divorced,secondary,no,4968,no,no,cellular,1173,1,unknown,no
23,self-employed,divorced,tertiary,no,11819,yes,no,telephone,983,4,other,no
27,retired,single,primary,no,5067,yes,no,telephone,73,4,unknown,yes
42,admin.,single,primary,no,1965,yes,no,telephone,1120,4,unknown,yes
70,retired,divorced,tertiary,no,12164,yes,no,cellular,83,5,unknown,no
67,technician,divorced,secondary,no,4865,no,no,cellular,443,3,unknown,no
32,services,married,primary,no,14227,no,yes,telephone,82,4,other,no
31,entrepreneur,single,secondary,no,2754,yes,no,cellular,220,2,unknown,no
51,blue-collar,single,primary,no,7513,no,no,telephone,880,2,unknown,yes
50,retired,married,secondary,no,14981,yes,yes,telephone,849,1,unknown,no
22,entrepreneur,divorced,secondary,no,10988,yes,no,telephone,995,1,success,yes
59,retired,single,primary,no,2405,no,yes,cellular,317,6,unknown,yes
56,services,divorced,tertiary,no,9618,yes,no,cellular,387,5,success,yes
69,technician,married,primary,no,-9,yes,no,telephone,573,5,unknown,no
39,admin.,married,primary,no,1864,no,yes,telephone,1105,2,unknown,yes
32,blue-collar,married,primary,no,7293,yes,no,telephone,305,5,failure,yes
48,self-employed,married,primary,no,8347,yes,no,cellular,1008,4,failure,no
30,technician,single,tertiary,no,14938,yes,no,cellular,857,3,other,yes
32,management,single,tertiary,no,4884,no,no,telephone,299,3,unknown,no
55,admin.,divorced,secondary,no,12512,yes,no,cellular,99,2,unknown,no
54,self-employed,married,secondary,no,13746,no,no,telephone,469,4,unknown,no
25,management,divorced,tertiary,no,5025,no,no,telephone,1028,5,unknown,yes
39,management,single,secondary,no,-84,no,yes,cellular,966,1,unknown,no
26,retired,married,secondary,no,14893,yes,no,cellular,844,5,unknown,no
32,admin.,single,tertiary,no,8111,no,no,cellular,1121,3,unknown,yes
51,technician,married,primary,no,2213,no,no,cellular,341,5,success,yes
30,management,single,secondary,no,14261,yes,no,telephone,988,3,unknown,no
18,blue-collar,married,tertiary,no,4605,yes,no,cellular,151,4,unknown,no
28,services,married,primary,no,5906,no,no,telephone,174,2,success,yes
43,blue-collar,divorced,tertiary,no,10515,yes,no,telephone,700,1,unknown,yes
51,blue-collar,divorced,tertiary,no,10320,yes,no,telephone,344,1,other,no
64,retired,married,primary,no,14100,yes,no,telephone,374,6,unknown,no
66,management,single,tertiary,no,11489,no,no,telephone,524,6,unknown,no
45,entrepreneur,single,tertiary,no,12114,yes,no,telephone,545,6,unknown,no
34,retired,single,primary,no,12705,yes,no,cellular,918,6,unknown,no
70,self-employed,divorced,tertiary,no,5657,no,no,telephone,116,5,unknown,no
59,blue-collar,divorced,primary,no,12017,yes,no,telephone,836,6,failure,yes
68,self-employed,married,tertiary,no,110,no,no,telephone,82,2,unknown,yes
39,blue-collar,married,secondary,no,11444,yes,no,telephone,734,3,success,yes
46,admin.,married,secondary,no,9900,yes,no,cellular,1173,5,unknown,no
66,retired,single,secondary,no,4968,yes,no,cellular,678,3,unknown,no
58,entrepreneur,married,tertiary,no,2550,no,no,telephone,748,3,failure,no
66,technician,single,secondary,yes,2609,no,no,telephone,1176,5,unknown,yes
22,services,single,primary,no,14486,no,no,telephone,328,6,unknown,yes
26,entrepreneur,single,tertiary,no,14039,no,no,cellular,693,2,unknown,yes
53,technician,divorced,secondary,no,3177,no,no,cellular,492,4,unknown,yes
18,management,single,primary,no,7417,no,no,cellular,874,2,failure,yes
58,entrepreneur,divorced,secondary,no,5463,no,no,telephone,776,2,unknown,yes
62,technician,married,tertiary,no,8319,no,yes,telephone,1126,3,unknown,no
32,retired,divorced,tertiary,no,8577,no,no,telephone,138,4,unknown,no
45,blue-collar,single,primary,no,8658,no,no,telephone,332,1,unknown,yes
64,management,divorced,secondary,no,11423,yes,no,telephone,303,4,unknown,no
52,management,married,primary,no,13851,yes,no,telephone,43,5,unknown,no
55,blue-collar,single,tertiary,no,6278,no,no,cellular,397,2,unknown,no
64,blue-collar,married,primary,no,6111,no,no,telephone,864,4,unknown,yes
39,technician,single,secondary,no,11087,yes,no,cellular,407,3,unknown,yes
59,blue-collar,married,secondary,no,8083,yes,no,cellular,1170,1,unknown,yes
18,admin.,single,secondary,no,-47,no,no,telephone,172,2,unknown,no
29,services,married,primary,no,14452,yes,no,cellular,932,6,failure,no
50,technician,married,primary,no,14823,yes,no,cellular,668,3,unknown,yes
55,technician,single,secondary,no,2043,no,no,telephone,1152,4,failure,no
60,blue-collar,married,primary,no,3423,no,no,telephone,115,3,unknown,no
48,blue-collar,divorced,primary,no,4751,no,no,telephone,1148,6,unknown,yes
46,services,married,tertiary,no,6629,yes,no,telephone,243,3,unknown,no
37,self-employed,married,tertiary,no,8143,no,no,cellular,658,5,failure,yes
29,retired,divorced,primary,no,273,no,no,telephone,1131,1,failure,no
45,technician,divorced,secondary,no,232,no,yes,cellular,483,6,unknown,no
49,services,divorced,tertiary,no,241,no,no,cellular,624,1,other,no
39,technician,married,primary,no,13226,yes,no,cellular,558,4,unknown,no
58,management,single,tertiary,no,3966,yes,yes,telephone,802,3,failure,yes
67,self-employed,married,tertiary,yes,10846,yes,no,telephone,293,6,unknown,yes
25,blue-collar,single,secondary,no,8297,yes,no,telephone,845,3,unknown,yes
54,management,single,primary,no,14009,no,no,telephone,441,2,unknown,yes
48,blue-collar,single,primary,no,5858,yes,no,cellular,525,4,unknown,no
27,self-employed,divorced,primary,no,7751,no,no,cellular,681,1,unknown,no
39,management,single,secondary,no,14271,no,no,cellular,627,5,unknown,yes
30,retired,divorced,tertiary,no,13775,yes,no,telephone,1170,2,unknown,no
21,blue-collar,divorced,primary,no,8253,yes,no,telephone,788,1,unknown,yes
32,admin.,married,primary,no,12831,yes,no,cellular,102,5,unknown,yes
70,self-employed,divorced,tertiary,no,10733,no,no,cellular,1034,5,unknown,no
58,self-employed,married,primary,no,13908,yes,yes,cellular,825,3,other,yes
19,entrepreneur,married,primary,no,6223,no,no,cellular,853,2,failure,yes
43,entrepreneur,married,secondary,no,6772,no,no,telephone,697,6,unknown,yes
31,services,single,tertiary,no,2688,no,no,telephone,978,5,other,no
41,management,single,secondary,no,1280,yes,no,telephone,134,2,unknown,no
28,entrepreneur,divorced,secondary,no,6757,yes,no,cellular,589,6,unknown,no
59,entrepreneur,divorced,primary,no,4685,yes,no,cellular,1026,3,unknown,no
51,admin.,divorced,primary,no,904,yes,no,cellular,708,1,unknown,no
30,technician,single,secondary,no,5446,no,no,telephone,1002,3,failure,yes
24,technician,single,primary,no,8221,no,no,telephone,605,6,failure,yes
